Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
139;23/08/2023;15:00;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Echallens;Vevey;7;20;11;20;0,35;0,55;0,9;3,95;2,5194;2,9;2,0952;6,85
140;23/08/2023;06:00;JAPAN;J3 LEAGUE - ROUND 21;Vanraure;Ryukyu;11;20;7;20;0,55;0,35;0,9;2,3;1,6763;2,8;1,3266;5,1
141;23/08/2023;12:00;POLAND;III LIGA - GROUP I - ROUND 4;Skierniewice;Wikielec;9;20;9;20;0,45;0,45;0,9;3,25;1,9462;2,4;1,2;5,65
142;23/08/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;WIT Georgia;Merani Martvili;7;20;10;20;0,35;0,5;0,85;3,4;1,8815;2,6;1,7436;6,0
143;23/08/2023;07:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;Livyi Bereg;Ch. Odessa;9;20;8;20;0,45;0,4;0,85;2,9;1,546;3,3;2,1237;6,2
144;23/08/2023;22:00;USA;USL CHAMPIONSHIP;New Mexico;Oakland Roots;5;20;12;20;0,25;0,6;0,85;3,1;1,261;2,4;1,4967;5,5
145;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Sabinov;Spisske Podhradie;9;20;8;20;0,45;0,4;0,85;3,35;2,0069;3,05;1,4654;6,4
146;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Bryne;Moss;7;20;10;20;0,35;0,5;0,85;2,8;1,5684;2,65;1,4239;5,45
147;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Kongsvinger;Fredrikstad;6;20;11;20;0,3;0,55;0,85;3,5;1,8303;2,15;1,3883;5,65
148;23/08/2023;22:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 6;Guadalupe;Limon Black Star;7;20;10;20;0,35;0,5;0,85;3,25;1,1779;2,95;1,6271;6,2
149;23/08/2023;10:00;TURKMENISTAN;YOKARY LIGA - ROUND 15;Sagadam;Altyn Asyr;9;20;8;20;0,45;0,4;0,85;2,75;1,6993;2,85;1,8241;5,6
150;23/08/2023;14:00;WORLD;CLUB FRIENDLY;Atl. Astorga (Esp);Covadonga (Esp);11;20;6;20;0,55;0,3;0,85;2,35;1,3883;3,0;1,0488;5,35
151;23/08/2023;09:45;TURKMENISTAN;YOKARY LIGA - ROUND 15;FC Asgabat;Ahal;9;20;8;20;0,45;0,4;0,85;2,9;1,7578;3,2;1,7776;6,1
152;23/08/2023;13:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Dynamo Petersburg;Zvezda St. Peterburg;9;20;8;20;0,45;0,4;0,85;2,65;1,2359;3,4;1,9849;6,05
153;23/08/2023;13:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Peresvet;Veles Moscow;5;20;12;20;0,25;0,6;0,85;4,75;2,8439;2,25;1,9717;7,0
154;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Aue;Sandhausen;10;20;7;20;0,5;0,35;0,85;2,95;1,8835;3,15;2,1743;6,1
155;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Stockholm Internazionale;Brage;8;20;9;20;0,4;0,45;0,85;2,8;1,6;2,65;1,3519;5,45
156;23/08/2023;13:30;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Karlstad;Ostersund;7;20;10;20;0,35;0,5;0,85;2,85;1,1948;2,5;1,4663;5,35
157;23/08/2023;21:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 25;The Strongest;Royal Pari;12;20;5;20;0,6;0,25;0,85;2,6;1,9849;3,0;1,5492;5,6
158;23/08/2023;11:30;NORTH MACEDONIA;1. MFL - ROUND 4;Makedonija GP;Shkupi;7;20;10;20;0,35;0,5;0,85;2,9;1,7578;2,4;1,4967;5,3
159;23/08/2023;11:00;WORLD;CLUB FRIENDLY WOMEN;Lille W (Fra);Lens W (Fra);9;20;8;20;0,45;0,4;0,85;3,05;2,2017;3,5;1,8028;6,55
160;23/08/2023;13:00;WORLD;CLUB FRIENDLY WOMEN;AC Milan W (Ita);America de Cali W (Col);9;20;8;20;0,45;0,4;0,85;3,15;1,8241;3,15;1,6515;6,3
161;23/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 4;Polkowice;Starowice Dolne;8;20;9;20;0,4;0,45;0,85;3,0;1,5166;3,4;2,2891;6,4
162;23/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Rosario Central 2;Banfield 2;7;20;10;20;0,35;0,5;0,85;2,9;1,546;2,6;1,5297;5,5
163;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Viktoria Koln U19;Arminia Bielefeld U19;8;20;9;20;0,4;0,45;0,85;3,55;2,3974;2,8;1,8055;6,35
164;23/08/2023;13:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 2;Schott Mainz;Stuttgart II;6;20;10;20;0,3;0,5;0,8;4,1;2,1424;2,7;1,7635;6,8
165;23/08/2023;13:00;FINLAND;KAKKONEN GROUP A;PPJ;Lahden Reipas;7;20;9;20;0,35;0,45;0,8;4,2;3,01;3,1;2,3;7,3
166;23/08/2023;16:00;WORLD;CLUB FRIENDLY WOMEN;Atl. Madrid W (Esp);River Plate W (Arg);7;20;9;20;0,35;0,45;0,8;3,15;1,6815;2,35;0,8529;5,5
167;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IFK Stocksund;Sundsvall;5;20;11;20;0,25;0,55;0,8;3,7;1,7059;2,95;1,7168;6,65
168;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IK Franke;Skovde AIK;6;20;10;20;0,3;0,5;0,8;3,2;1,3638;2,65;1,7965;5,85
169;23/08/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 6;Zacatecas Mineros;Tepatitlan de Morelos;4;20;12;20;0,2;0,6;0,8;3,85;1,8241;2,25;1,6993;6,1
170;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Kristiansund;Sandnes;8;20;8;20;0,4;0,4;0,8;3,3;1,2689;3,25;1,9717;6,55
171;23/08/2023;13:30;WORLD;CLUB FRIENDLY WOMEN;Athletic Bilbao W (Esp);Madrid C. W (Esp);12;20;4;20;0,6;0,2;0,8;2,5;1,4663;3,85;1,9564;6,35
172;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Vladimir;Khimik;7;20;9;20;0,35;0,45;0,8;2,95;1,3592;2,8;1,5033;5,75
173;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Regensburg;Dortmund II;6;20;10;20;0,3;0,5;0,8;3,2;1,8055;2,55;1,7168;5,75
174;23/08/2023;12:30;CZECH REPUBLIC;DIVISION B - ROUND 1;Meteor Prague;Brandys n. Labem;9;20;7;20;0,45;0,35;0,8;3,25;2,188;3,35;2,2198;6,6
175;23/08/2023;07:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 18;Neman 2;FC Gomel 2;10;20;6;20;0,5;0,3;0,8;3,05;1,3955;3,05;1,5961;6,1
176;23/08/2023;11:30;NORTH MACEDONIA;1. MFL - ROUND 4;KF Gostivar;Rabotnicki;9;20;7;20;0,45;0,35;0,8;2,9;1,6703;3,3;2,0518;6,2
177;23/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 4;Vineta W.;Solec Kujawski;6;20;10;20;0,3;0,5;0,8;3,45;1,6875;2,7;1,4866;6,15
178;23/08/2023;14:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 6;Municipal Turrialba;CS Uruguay;11;20;5;20;0,55;0,25;0,8;2,55;1,244;3,45;1,7168;6,0
179;23/08/2023;12:00;ARMENIA;PREMIER LEAGUE - ROUND 3;Ararat-Armenia;Pyunik Yerevan;7;20;9;20;0,35;0,45;0,8;3,6;2,1541;2,95;1,5322;6,55
180;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;KS Wieczysta Krakow;Chelmianka Chelm;6;20;10;20;0,3;0,5;0,8;3,4;1,9339;2,6;1,5297;6,0
181;23/08/2023;12:00;BOSNIA AND HERZEGOVINA;PRVA LIGA - FBIH - ROUND 1;Gradacac;Tomislav;5;20;11;20;0,25;0,55;0,8;4,0;1,8166;2,35;1,7685;6,35
182;23/08/2023;08:00;ASIA;AFC CUP - QUALIFICATION - PLAY OFFS - FINAL;PSM Makassar (Ina);Yangon Utd (Mya);10;20;6;20;0,5;0,3;0,8;2,6;1,6553;3,4;2,1071;6,0
183;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;Podhale Nowy Targ;Garbarnia;9;20;7;20;0,45;0,35;0,8;3,45;1,9358;3,15;1,5256;6,6
184;23/08/2023;20:30;USA;USL LEAGUE ONE;Tormenta;Northern Colorado;7;20;9;20;0,35;0,45;0,8;3,7;1,6155;3,2;2,0396;6,9
185;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;Wisloka Debica;Avia Swidnik;7;20;9;20;0,35;0,45;0,8;3,0;1,5811;2,8;1,6;5,8
186;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;Unia Tarnow;Wiazownica;8;20;8;20;0,4;0,4;0,8;3,05;1,9358;3,0;1,4491;6,05
187;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Besenov;Sala;6;16;8;20;0,375;0,4;0,775;4,25;3,25;3,5;2,2023;7,75
188;23/08/2023;08:30;ASIA;AFC CUP - QUALIFICATION - PLAY OFFS - FINAL;Tampines (Sgp);Phnom Penh Crown (Cam);10;20;5;20;0,5;0,25;0,75;3,4;2,245;4,0;2,2136;7,4
189;23/08/2023;12:30;WORLD;CLUB FRIENDLY WOMEN;Uppsala W (Swe);Hammarby W (Swe);6;20;9;20;0,3;0,45;0,75;3,25;1,6086;3,0;2,0736;6,25
190;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IFK Hassleholm;Halmstad;8;20;7;20;0,4;0,35;0,75;3,5;1,7464;2,95;1,9098;6,45
191;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Husqvarna;Trelleborg;8;20;7;20;0,4;0,35;0,75;3,25;1,6086;3,2;1,833;6,45
192;23/08/2023;13:30;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Smedby;Malmo FF;8;20;7;20;0,4;0,35;0,75;2,95;1,8296;2,85;1,74;5,8
193;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Alemannia Aachen U19;Koln U19;4;20;11;20;0,2;0,55;0,75;4,15;1,9818;2,7;1,7916;6,85
194;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Sandviken;Djurgarden;4;20;11;20;0,2;0,55;0,75;3,95;1,6271;2,55;1,6271;6,5
195;23/08/2023;15:00;SWITZERLAND;1.LIGA CLASSIC GROUP 3;Mendrisio;Tuggen;8;20;7;20;0,4;0,35;0,75;2,7;1,4866;3,05;1,7741;5,75
196;23/08/2023;13:00;FINLAND;SUOMEN CUP - SEMI-FINALS;Ilves;AC Oulu;10;20;5;20;0,5;0,25;0,75;2,6;1,4967;3,15;1,1948;5,75
197;23/08/2023;13:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Trnava (Svk);Dnipro-1 (Ukr);9;20;6;20;0,45;0,3;0,75;2,85;1,3143;3,0;1,1832;5,85
198;23/08/2023;06:00;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 3;Karlsruher SC U19;Ingolstadt U19;8;20;7;20;0,4;0,35;0,75;3,35;2,0316;3,55;1,9358;6,9
199;23/08/2023;11:00;POLAND;III LIGA - GROUP I - ROUND 4;LKS Lomza;Sulejowek;8;20;7;20;0,4;0,35;0,75;2,8;1,7493;2,95;1,6271;5,75
200;23/08/2023;15:30;SCOTLAND;SWPL 1 WOMEN - ROUND 3;Dundee Utd W;Hibernian W;8;20;7;20;0,4;0,35;0,75;3,35;1,9307;2,95;1,3219;6,3
201;23/08/2023;17:30;PERU;LIGA 2 - ROUND 21;Los Chankas;Comerciantes Unidos;8;20;7;20;0,4;0,35;0,75;3,4;1,9079;3,05;1,5961;6,45
202;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;Ostrowiec Swietokrzyski;Biala Podlaska;8;20;7;20;0,4;0,35;0,75;2,95;1,2031;3,5;2,1564;6,45
203;23/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Bo'ness United;Albion Rovers;7;20;8;20;0,35;0,4;0,75;3,2;2,0149;2,8;1,3266;6,0
204;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Badin;Podkonice;8;20;7;20;0,4;0,35;0,75;3,55;2,8013;2,9;2,0224;6,45
205;23/08/2023;08:30;ASIA;AFC CUP - QUALIFICATION - PLAY OFFS - FINAL;Monte Carlo (Mac);Taichung (Tpe);4;20;10;20;0,2;0,5;0,7;5,25;2,9812;2,95;1,9098;8,2
206;23/08/2023;15:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Koniz;Dietikon;9;20;5;20;0,45;0,25;0,7;2,55;1,9358;4,0;2,1448;6,55
207;23/08/2023;14:30;SWITZERLAND;1.LIGA CLASSIC GROUP 3;Grasshopper II;Linth;5;20;9;20;0,25;0,45;0,7;3,6;1,9339;3,4;2,01;7,0
208;23/08/2023;14:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 2;Eintracht Frankfurt II;FC 08 Homburg;6;20;8;20;0,3;0,4;0,7;3,85;2,6129;3,0;1,5166;6,85
209;23/08/2023;21:00;USA;USL CHAMPIONSHIP;FC Tulsa;Birmingham;7;20;7;20;0,35;0,35;0,7;2,75;1,2196;2,95;1,3955;5,7
210;23/08/2023;12:00;BULGARIA;THIRD LEAGUE - NORTH-EAST - ROUND 3;Cherno More II;Spartak II;6;20;8;20;0,3;0,4;0,7;3,4;1,772;2,8;1,4697;6,2
211;23/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 4;Zielona Gora;Bielsko-Biala;8;20;6;20;0,4;0,3;0,7;3,0;1,7029;3,35;1,8514;6,35
212;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Skeid;Ranheim;8;20;6;20;0,4;0,3;0,7;3,0;1,6125;3,3;1,7635;6,3
213;23/08/2023;15:30;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Grand-Saconnex;Sarraz-Ecleplens;8;20;6;20;0,4;0,3;0,7;3,35;1,74;3,3;1,4866;6,65
214;23/08/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;Loco. Tbilisi;Khobi;7;20;7;20;0,35;0,35;0,7;3,2;1,5684;3,35;1,6815;6,55
215;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Wuppertal U19;Dortmund U19;6;20;8;20;0,3;0,4;0,7;3,5;1,8841;3,05;1,9615;6,55
216;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Lok. Kosice;Slavia TU Kosice;5;20;9;20;0,25;0,45;0,7;3,9;2,2113;3,55;2,4387;7,45
217;23/08/2023;12:30;POLAND;III LIGA - GROUP I - ROUND 4;Pilica Bialobrzegi;Legionowo;9;20;5;20;0,45;0,25;0,7;3,2;1,8601;3,3;1,382;6,5
218;23/08/2023;12:30;POLAND;III LIGA - GROUP II - ROUND 4;Kleczew;Starogard Gdanski;8;20;6;20;0,4;0,3;0,7;3,25;2,1184;2,85;1,3883;6,1
219;23/08/2023;13:45;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - FINAL;Hibernian (Sco);Aston Villa (Eng);5;20;9;20;0,25;0,45;0,7;3,4;1,6553;2,9;1,5133;6,3
220;23/08/2023;13:00;POLAND;III LIGA - GROUP III - ROUND 4;Pawlowice;Sleza Wroclaw;7;20;6;20;0,35;0,3;0,65;3,35;1,9307;3,65;1,8782;7,0
221;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;RB Leipzig U19;Wolfsburg U19;5;20;8;20;0,25;0,4;0,65;4,05;2,4182;3,3;1,9261;7,35
222;23/08/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;PSV W (Ned);Duisburg W (Ger);5;20;8;20;0,25;0,4;0,65;3,55;1,7168;2,9;1,7292;6,45
223;23/08/2023;12:30;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 3;Heidenheim U19;Bayern U19;7;20;6;20;0,35;0,3;0,65;3,0;1,6125;3,6;1,4629;6,6
224;23/08/2023;14:00;POLAND;III LIGA - GROUP I - ROUND 4;Bron Radom;Legia II;4;20;9;20;0,2;0,45;0,65;3,9;1,7292;3,4;2,01;7,3
225;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;VfL Osnabruck U19;Werder Bremen U19;8;20;5;20;0,4;0,25;0,65;3,35;2,2864;4,3;2,6851;7,65
226;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 3;Augsburg U19;Furth U19;7;20;6;20;0,35;0,3;0,65;3,7;2,1;3,75;1,9717;7,45
227;23/08/2023;12:30;POLAND;III LIGA - GROUP III - ROUND 4;Stilon Gorzow;Jelenia Gora;5;20;8;20;0,25;0,4;0,65;3,4;1,8547;3,25;2,2333;6,65
228;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Viktoria Koln;RW Essen;5;20;8;20;0,25;0,4;0,65;3,7;1,7349;3,3;1,9774;7,0
229;23/08/2023;06:00;AUSTRALIA;NPL NSW - ROUND 30;Sydney Olympic;Sydney Utd;6;20;7;20;0,3;0,35;0,65;3,45;2,0851;3,05;2,1789;6,5
230;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 3;Mainz U19;Kaiserslautern U19;9;20;4;20;0,45;0,2;0,65;3,35;2,3297;4,35;2,1042;7,7
231;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Dalstorps;Utsikten;5;20;8;20;0,25;0,4;0,65;4,1;2,0224;2,85;1,3883;6,95
232;23/08/2023;13:00;NORWAY;TOPPSERIEN WOMEN - ROUND 9;Avaldsnes W;Stabaek W;6;20;7;20;0,3;0,35;0,65;3,3;1,7916;3,25;1,8131;6,55
233;23/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;East Stirlingshire;Stirling University;7;20;6;20;0,35;0,3;0,65;3,05;1,6271;3,4;1,7436;6,45
234;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Rudnany;Stropkov;5;20;8;20;0,25;0,4;0,65;3,55;1,6271;3,65;1,6515;7,2
235;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Devinska N. Ves;Malacky;5;20;8;20;0,25;0,4;0,65;3,1;0,8307;3,0;1,5492;6,1
236;23/08/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;FC Gareji Sagarejo;Spaeri;5;20;8;20;0,25;0,4;0,65;3,9;1,7861;3,05;1,8021;6,95
237;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Vrbove;Trencin;7;20;6;20;0,35;0,3;0,65;3,15;1,8241;3,65;1,5898;6,8
238;23/08/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;Poti;Dinamo Tbilisi 2;7;20;6;20;0,35;0,3;0,65;3,35;2,0316;3,9;1,9975;7,25
239;23/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 6;Sonderjyske;Koge;5;20;8;20;0,25;0,4;0,65;3,75;1,8941;3,7;2,2383;7,45
240;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Raufoss;Sogndal;6;20;7;20;0,3;0,35;0,65;3,15;2,0561;3,25;1,8941;6,4
241;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;United Nordic;Jonkoping;7;20;5;20;0,35;0,25;0,6;3,1;1,3748;3,4;1,5937;6,5
242;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Trollhattan;Landskrona;4;20;8;20;0,2;0,4;0,6;3,7;1,8466;2,9;1,6093;6,6
243;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Tyreso;Orebro;2;20;10;20;0,1;0,5;0,6;5,7;2,8125;2,2;1,5362;7,9
244;23/08/2023;13:00;ESTONIA;ESTONIAN CUP - 1/16-FINALS;Narva;Zenit Tallinn;12;20;0;15;0,6;0,0;0,6;2,4;1,0677;7,1333;2,4998;9,5333
245;23/08/2023;11:00;POLAND;III LIGA - GROUP III - ROUND 4;Slask Wroclaw 2;Unia Turza Slaska;6;20;6;20;0,3;0,3;0,6;2,8;1,2083;3,7;1,7059;6,5
246;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Schalke U19;Bochum U19;6;20;6;20;0,3;0,3;0,6;3,95;2,8013;3,75;2,1651;7,7
247;23/08/2023;12:00;POLAND;III LIGA - GROUP I - ROUND 4;Swit Mazowiecki;Jagiellonia II;5;20;7;20;0,25;0,35;0,6;3,65;1,6815;3,2;1,6;6,85
248;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Duisburg U19;Paderborn U19;8;20;4;20;0,4;0,2;0,6;3,2;2,0396;4,1;1,7578;7,3
249;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;B. Monchengladbach U19;Dusseldorf U19;4;20;8;20;0,2;0,4;0,6;4,65;1,9564;3,3;2,0761;7,95
250;23/08/2023;13:00;CZECH REPUBLIC;DIVISION C - ROUND 1;Hlinsko;Spoje Prague;5;20;7;20;0,25;0,35;0,6;3,15;1,0137;3,95;2,0365;7,1
251;23/08/2023;17:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 6;Jaco;Quepos Cambute;5;20;7;20;0,25;0,35;0,6;3,45;1,8296;3,0;1,5811;6,45
252;23/08/2023;11:30;CZECH REPUBLIC;DIVISION D - ROUND 1;Breclav;Brno B;6;20;6;20;0,3;0,3;0,6;3,9;2,508;3,25;1,479;7,15
253;23/08/2023;16:00;SCOTLAND;LOWLAND LEAGUE;Cumbernauld Colts;Gretna 2008;9;20;3;20;0,45;0,15;0,6;2,65;1,7685;4,25;2,2776;6,9
254;23/08/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/64-FINALS;Usti nad Orlici;Zizkov;6;20;6;20;0,3;0,3;0,6;2,85;1,4925;3,15;1,8241;6,0
255;23/08/2023;14:00;WORLD;CLUB FRIENDLY;Tienen (Bel);Hasselt (Bel);6;20;5;20;0,3;0,25;0,55;3,1;1,7;3,1;1,0909;6,2
256;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 3;Munich 1860 U19;Nurnberg U19;8;20;3;20;0,4;0,15;0,55;3,3;1,4526;3,95;1,7741;7,25
257;23/08/2023;16:00;SCOTLAND;SWPL 1 WOMEN - ROUND 3;Hamilton W;Partick Thistle W;5;20;6;20;0,25;0,3;0,55;3,9;1,8947;3,45;1,6576;7,35
258;23/08/2023;16:00;SCOTLAND;SWPL 1 WOMEN - ROUND 3;Glasgow City W;Motherwell W;6;20;5;20;0,3;0,25;0,55;3,45;2,2907;3,45;1,244;6,9
259;23/08/2023;22:30;USA;US OPEN CUP - SEMI-FINALS;Houston Dynamo;Real Salt Lake;6;20;5;20;0,3;0,25;0,55;3,2;1,8601;3,1;1,5133;6,3
260;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Rusovce;Samorin;8;20;3;20;0,4;0,15;0,55;3,35;2,3722;4,05;1,6875;7,4
261;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;Sokol Sieniawa;Orleta Radzyn;5;20;6;20;0,25;0,3;0,55;3,4;1,3565;3,25;1,7854;6,65
262;23/08/2023;18:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 6;Santa Ana;Cariari Pococi;7;20;4;20;0,35;0,2;0,55;3,2;1,7493;3,75;1,7571;6,95
263;23/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Maccabi Haifa (Isr);Young Boys (Sui);4;20;7;20;0,2;0,35;0,55;3,4;1,3928;3,8;1,7205;7,2
264;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Falkenberg;Oster;6;20;5;20;0,3;0,25;0,55;3,75;2,2555;3,25;1,479;7,0
265;23/08/2023;14:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Salkova;MSK Martin;5;20;6;20;0,25;0,3;0,55;4,0;2,569;3,7;1,9261;7,7
266;23/08/2023;12:30;POLAND;III LIGA - GROUP II - ROUND 4;Sroda;Elana Torun;6;20;4;20;0,3;0,2;0,5;3,6;1,7146;2,55;1,0712;6,15
267;23/08/2023;12:00;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 1;Vresina;Cesky Tesin;7;20;3;20;0,35;0,15;0,5;3,95;2,729;4,05;2,334;8,0
268;23/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Cowdenbeath;Broomhill;5;20;5;20;0,25;0,25;0,5;3,25;1,7854;3,6;1,5937;6,85
269;23/08/2023;13:00;CZECH REPUBLIC;DIVISION C - ROUND 1;Caslav;Trutnov;5;20;5;20;0,25;0,25;0,5;3,65;1,8782;3,9;1,7861;7,55
270;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Start;Asane;4;20;6;20;0,2;0,3;0,5;3,5;1,3601;3,25;1,7854;6,75
271;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Saarbrucken;Verl;7;20;3;20;0,35;0,15;0,5;2,8;0,9798;3,75;1,479;6,55
272;23/08/2023;14:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Leverkusen U19;Verl U19;4;20;6;20;0,2;0,3;0,5;3,5;1,4318;3,65;1,74;7,15
273;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Mjondalen;Jerv;3;20;7;20;0,15;0,35;0,5;3,5;1,3964;3,25;1,7571;6,75
274;23/08/2023;12:30;CZECH REPUBLIC;CFL - GROUP B - ROUND 1;Chlumec nad Cidlinou;Teplice B;6;20;4;20;0,3;0,2;0,5;3,3;1,3454;4,15;1,8514;7,45
275;23/08/2023;07:15;AUSTRALIA;NPL TASMANIA - ROUND 16;Launceston United;Devonport;2;17;7;20;0,1176;0,35;0,4676;5,0588;2,182;4,0;2,2804;9,0588
276;23/08/2023;08:00;NORWAY;NASJONAL U19 CL - PLAY OFFS - QUARTER-FINALS;Molde U19;Viking U19;5;20;4;20;0,25;0,2;0,45;4,15;1,7685;4,8;2,6758;8,95
277;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 3;Eintracht Frankfurt U19;Hoffenheim U19;5;20;4;20;0,25;0,2;0,45;3,9;2,0224;4,75;2,2776;8,65
278;23/08/2023;09:00;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;Hansa Rostock U19;St. Pauli U19;4;20;5;20;0,2;0,25;0,45;4,3;1,7916;3,7;1,9519;8,0
