Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
143;19/09/2023;19:00;BRAZIL;COPA DO BRASIL U20 - QUARTER-FINALS;Corinthians U20;Fluminense U20;16;20;10;20;0,8;0,5;1,3;1,7;1,382;1,2;1,3266;2,9
144;19/09/2023;15:45;ENGLAND;LEAGUE ONE - ROUND 7;Port Vale;Burton;11;20;15;20;0,55;0,75;1,3;1,0;1,1402;1,35;1,0137;2,35
145;19/09/2023;16:00;ENGLAND;CHAMPIONSHIP - ROUND 7;Sheffield Wed;Middlesbrough;13;20;13;20;0,65;0,65;1,3;0,9;0,7681;1,1;1,0909;2,0
146;19/09/2023;13:30;ITALY;SERIE C - GROUP B - ROUND 4;Pineto;Rimini;12;20;14;20;0,6;0,7;1,3;1,3;1,2689;1,25;1,0897;2,55
147;19/09/2023;20:10;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 12;Barranquilla;Atletico F.C.;12;20;14;20;0,6;0,7;1,3;1,2;1,1662;1,25;1,0428;2,45
148;19/09/2023;08:30;ASIA;ASIAN GAMES - ROUND 1;China U23;India U23;12;20;11;16;0,6;0,6875;1,2875;1,1;1,261;1,125;0,9922;2,225
149;19/09/2023;18:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 11;Guanacasteca;Alajuelense;11;20;14;20;0,55;0,7;1,25;0,95;1,0712;1,2;1,1225;2,15
150;19/09/2023;11:30;PORTUGAL;LIGA REVELACAO U23 - ROUND 5;Estrela U23;Estoril U23;9;20;16;20;0,45;0,8;1,25;0,9;1,179;1,65;1,1522;2,55
151;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Gateshead;Kidderminster;14;20;11;20;0,7;0,55;1,25;1,25;1,1347;0,8;0,8718;2,05
152;19/09/2023;15:00;ENGLAND;EFL TROPHY;Shrewsbury;Brighton U21;11;20;14;20;0,55;0,7;1,25;0,9;0,9434;1,5;1,3229;2,4
153;19/09/2023;18:45;ARGENTINA;COPA DE LA LIGA PROFESIONAL - ROUND 5;Central Cordoba;Boca Juniors;13;20;12;20;0,65;0,6;1,25;0,9;0,7681;0,75;0,6982;1,65
154;19/09/2023;15:30;WALES;LEAGUE CUP - 1/8-FINALS;Ammanford;Briton Ferry;12;20;13;20;0,6;0,65;1,25;1,15;1,1948;1,35;1,2359;2,5
155;19/09/2023;14:30;SAUDI ARABIA;DIVISION 1 - ROUND 6;Al-Faisaly;Al Qadisiya;13;20;12;20;0,65;0,6;1,25;0,8;0,6782;0,95;1,0235;1,75
156;19/09/2023;16:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 12;Patriotas;Orsomarso;12;20;13;20;0,6;0,65;1,25;0,8;0,7483;0,95;0,8646;1,75
157;19/09/2023;14:00;WORLD;FRIENDLY INTERNATIONAL;Belgium U16;Turkey U16;12;20;13;20;0,6;0,65;1,25;1,2;1,2884;0,95;0,9206;2,15
158;19/09/2023;15:45;ITALY;SERIE C - GROUP B - ROUND 4;Cesena;Ancona;13;20;12;20;0,65;0,6;1,25;1,1;0,9434;1,0;1,0954;2,1
159;19/09/2023;15:45;ITALY;SERIE C - GROUP B - ROUND 4;Perugia;Pontedera;10;20;15;20;0,5;0,75;1,25;0,95;1,1169;1,2;1,077;2,15
160;19/09/2023;15:00;ASIA;AFC CUP - ROUND 1;Al Wehdat;Al-Ittihad;13;20;11;20;0,65;0,55;1,2;0,95;0,8047;0,75;0,8292;1,7
161;19/09/2023;13:30;ITALY;SERIE C - GROUP B - ROUND 4;Fermana;Recanatese;10;20;14;20;0,5;0,7;1,2;0,9;1,044;0,95;0,7399;1,85
162;19/09/2023;10:00;ALBANIA;SUPERLIGA - ROUND 4;Teuta;Skenderbeu;13;20;11;20;0,65;0,55;1,2;1,0;0,8944;0,7;0,7141;1,7
163;19/09/2023;08:30;ASIA;ASIAN GAMES - ROUND 1;Indonesia U23;Kyrgyzstan U23;13;20;11;20;0,65;0,55;1,2;1,25;1,4098;0,65;0,7263;1,9
164;19/09/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 7;Defensa y Justicia 2;Arsenal Sarandi 2;11;20;13;20;0,55;0,65;1,2;0,8;0,9274;0,8;0,6782;1,6
165;19/09/2023;15:45;WALES;LEAGUE CUP - 1/8-FINALS;Guilsfield;Bala;15;20;9;20;0,75;0,45;1,2;1,4;1,5297;0,9;1,1358;2,3
166;19/09/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 1;Al Ahly;Al Masry;12;20;11;20;0,6;0,55;1,15;0,9;0,8888;1,0;1,1832;1,9
167;19/09/2023;15:00;ENGLAND;EFL TROPHY;Exeter;Reading;11;20;12;20;0,55;0,6;1,15;1,2;1,5362;0,85;0,8529;2,05
168;19/09/2023;21:00;ARGENTINA;COPA DE LA LIGA PROFESIONAL - ROUND 5;Huracan;Gimnasia L.P.;11;20;12;20;0,55;0,6;1,15;0,95;1,0712;0,9;0,9434;1,85
169;19/09/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 13;Central Ballester;Argentino de Rosario;11;20;12;20;0,55;0,6;1,15;0,75;0,8292;1,05;1,0712;1,8
170;19/09/2023;11:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 5;Sporting CP U23;Mafra U23;11;20;12;20;0,55;0,6;1,15;0,85;1,0137;1,05;1,0235;1,9
171;19/09/2023;10:00;EGYPT;PREMIER LEAGUE - ROUND 1;ZED;El Ismaily;11;20;12;20;0,55;0,6;1,15;0,9;0,995;1,2;1,249;2,1
172;19/09/2023;14:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 7;Cape Town Spurs;Golden Arrows;10;20;13;20;0,5;0,65;1,15;0,9;1,1358;1,25;1,5124;2,15
173;19/09/2023;21:30;BRAZIL;SERIE B - ROUND 29;Sampaio Correa;Vila Nova FC;13;20;10;20;0,65;0,5;1,15;0,85;0,7263;0,75;0,8292;1,6
174;19/09/2023;22:20;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 12;La Equidad;Dep. Cali;9;20;13;20;0,45;0,65;1,1;0,8;0,9798;1,5;1,6279;2,3
175;19/09/2023;11:30;BULGARIA;VTORA LIGA - ROUND 9;Montana;Yantra Gabrovo;11;20;11;20;0,55;0,55;1,1;0,85;0,9097;1,25;1,3739;2,1
176;19/09/2023;10:30;DR CONGO;LIGUE 1 - ROUND 2;Don Bosco;Lubumbashi Sport;9;18;12;20;0,5;0,6;1,1;0,7778;0,8535;0,95;0,9206;1,7278
177;19/09/2023;11:00;ALBANIA;SUPERLIGA - ROUND 4;Laci;Vllaznia;11;20;11;20;0,55;0,55;1,1;0,95;1,0235;0,9;0,9434;1,85
178;19/09/2023;13:30;ITALY;SERIE C - GROUP A - ROUND 4;Pergolettese;Triestina;12;20;10;20;0,6;0,5;1,1;1,2;1,2884;0,8;1,077;2,0
179;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Southend;Maidenhead;14;20;8;20;0,7;0,4;1,1;1,0;0,9487;0,75;1,0897;1,75
180;19/09/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 32;Cheongju;Seoul E-Land;10;20;11;20;0,5;0,55;1,05;0,7;0,781;0,8;0,8718;1,5
181;19/09/2023;13:30;ITALY;SERIE C - GROUP B - ROUND 4;Lucchese;Gubbio;10;20;11;20;0,5;0,55;1,05;0,9;1,2207;0,8;0,8718;1,7
182;19/09/2023;10:30;DR CONGO;LIGUE 1 - ROUND 2;US Panda;Simba;9;17;10;20;0,5294;0,5;1,0294;0,5882;0,5999;0,95;1,1608;1,5382
183;19/09/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 10;Cancun;Cimarrones de Sonora;10;20;10;20;0,5;0,5;1,0;0,7;0,8426;0,8;1,077;1,5
184;19/09/2023;13:00;SPAIN;SEGUNDA RFEF - GROUP 3 - ROUND 3;Manresa;Pena Deportiva;10;20;9;20;0,5;0,45;0,95;0,65;0,7263;0,5;0,5916;1,15
185;19/09/2023;11:35;OMAN;PROFESSIONAL LEAGUE - ROUND 4;Al-Rustaq;Al Seeb;7;20;10;20;0,35;0,5;0,85;0,5;0,8062;0,8;1,0296;1,3
