Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
305;05/08/2023;15:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 4;U.N.A.M.- Pumas W;Santos Laguna W;10;15;2,8667;15;15;3,6;0,6667;1,0;1,6667;6,4667
306;05/08/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;SGS Essen W (Ger);RSC Anderlecht W (Bel);12;15;3,6667;13;15;3,2;0,8;0,8667;1,6667;6,8667
307;05/08/2023;15:45;BELGIUM;JUPILER PRO LEAGUE - ROUND 2;Leuven;RWDM;13;15;4,0667;12;15;2,8667;0,8667;0,8;1,6667;6,9334
308;05/08/2023;11:00;GERMANY;OBERLIGA BAYERN SÜD - ROUND 4;Kirchanschoring;Sonthofen;13;15;2,7333;12;15;3,3333;0,8667;0,8;1,6667;6,0666
309;05/08/2023;09:15;MALAYSIA;MALAYSIA CUP - 1/8-FINALS;Kuching City FC;Sabah;12;15;2,8;13;15;3,2667;0,8;0,8667;1,6667;6,0667
310;05/08/2023;20:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 4;Club America W;Toluca W;12;15;3,5333;13;15;2,7333;0,8;0,8667;1,6667;6,2666
311;05/08/2023;10:00;FINLAND;KAKKONEN GROUP C;JBK;VIFK;12;15;3,2;13;15;3,0667;0,8;0,8667;1,6667;6,2667
312;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Stalybridge (Eng);Salford (Eng);13;15;3,5333;12;15;3,2667;0,8667;0,8;1,6667;6,8
313;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Dunston (Eng);Workington (Eng);12;15;3,3333;13;15;3,6;0,8;0,8667;1,6667;6,9333
314;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Teskand;Csornai;15;15;3,8;10;15;2,8667;1,0;0,6667;1,6667;6,6667
315;05/08/2023;10:00;GERMANY;REGIONALLIGA NORTH - ROUND 2;Bremer;TSV Havelse;12;15;2,6667;13;15;2,8;0,8;0,8667;1,6667;5,4667
316;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Tiszafoldvar;Bekescsaba 1912;3;3;4,6667;10;15;2,1333;1,0;0,6667;1,6667;6,8
317;05/08/2023;08:00;GERMANY;REGIONALLIGA NORTH - ROUND 2;Hannover II;Phonix Lubeck;13;15;4,0667;12;15;3,3333;0,8667;0,8;1,6667;7,4
318;05/08/2023;09:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;Kassel;Mainz II;13;15;2,6667;12;15;3,0;0,8667;0,8;1,6667;5,6667
319;05/08/2023;09:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;Walldorf;Hoffenheim II;13;15;4,0;12;15;3,4;0,8667;0,8;1,6667;7,4
320;05/08/2023;09:00;GERMANY;3. LIGA - ROUND 1;Regensburg;Unterhaching;12;15;3,4667;13;15;3,0;0,8;0,8667;1,6667;6,4667
321;05/08/2023;09:00;GERMANY;REGIONALLIGA BAYERN - ROUND 3;Turkgucu Munchen;Illertissen;13;15;3,2667;12;15;3,0;0,8667;0,8;1,6667;6,2667
322;05/08/2023;02:00;AUSTRALIA;NPL NORTHERN NSW - ROUND 21;Cooks Hill United;Lambton J.;12;15;3,2;13;15;3,6667;0,8;0,8667;1,6667;6,8667
323;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Kaposvar;Dunaujvaros PASE;12;15;3,1333;13;15;3,4667;0,8;0,8667;1,6667;6,6
324;05/08/2023;01:00;AUSTRALIA;NPL ACT - ROUND 17;West Canberra Wanderers;Monaro Panthers;15;15;4,7333;10;15;2,8;1,0;0,6667;1,6667;7,5333
325;05/08/2023;09:00;LATVIA;1. LIGA - ROUND 14;Saldus SS/Leevon;RFS 2;12;15;2,8;13;15;3,8667;0,8;0,8667;1,6667;6,6667
326;05/08/2023;11:00;AUSTRIA;REGIONALLIGA WEST - ROUND 2;Rothis;Wals-Grunau;13;15;3,1333;12;15;3,6667;0,8667;0,8;1,6667;6,8
327;05/08/2023;12:00;BELARUS;PERSHAYA LIGA - ROUND 17;Osipovichi;Dnepr Mogilev;13;15;4,2667;12;15;3,5333;0,8667;0,8;1,6667;7,8
328;05/08/2023;10:00;FINLAND;KANSALLINEN LIIGA WOMEN;TPS W;ONS Oulu W;12;15;2,8667;13;15;4,5333;0,8;0,8667;1,6667;7,4
329;05/08/2023;12:00;AUSTRIA;REGIONALLIGA WEST - ROUND 2;RW Rankweil;Bischofshofen;13;15;4,2;12;15;3,2667;0,8667;0,8;1,6667;7,4667
330;05/08/2023;10:00;WORLD;CLUB FRIENDLY;Homberg (Ger);Sprockhovel (Ger);13;15;3,0;12;15;3,3333;0,8667;0,8;1,6667;6,3333
331;05/08/2023;09:00;GERMANY;REGIONALLIGA WEST - ROUND 2;Bocholt;Rodinghausen;13;15;4,0667;12;15;3,3333;0,8667;0,8;1,6667;7,4
332;05/08/2023;10:00;FINLAND;KAKKONEN GROUP C;GBK Kokkola;OLS Oulu;13;15;3,6667;12;15;3,2667;0,8667;0,8;1,6667;6,9334
333;05/08/2023;14:30;LATVIA;1. LIGA - ROUND 14;Beitar;Riga FC 2;12;15;4,1333;13;15;3,6667;0,8;0,8667;1,6667;7,8
334;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Haringey (Eng);Walthamstow (Eng);12;15;3,2;13;15;2,8667;0,8;0,8667;1,6667;6,0667
335;05/08/2023;13:00;WORLD;CLUB FRIENDLY;Waregem (Bel);Excelsior (Ned);13;15;4,7333;12;15;2,6667;0,8667;0,8;1,6667;7,4
336;05/08/2023;10:00;FINLAND;YKKONEN;SJK Akatemia;Mikkeli;13;15;3,8667;12;15;3,0;0,8667;0,8;1,6667;6,8667
337;05/08/2023;11:00;LITHUANIA;I LYGA - ROUND 17;Marijampole City;Garliava;13;15;2,9333;12;15;2,8;0,8667;0,8;1,6667;5,7333
338;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Oostende (Bel);Almere City (Ned);13;15;3,2667;12;15;2,8;0,8667;0,8;1,6667;6,0667
339;05/08/2023;08:00;BELARUS;PERSHAYA LIGA - ROUND 17;Ostrovets;Lokomotiv Gomel;12;15;3,3333;13;15;4,1333;0,8;0,8667;1,6667;7,4666
340;05/08/2023;12:00;AUSTRIA;BUNDESLIGA - ROUND 2;Rapid Vienna;Altach;15;15;3,5333;10;15;1,9333;1,0;0,6667;1,6667;5,4666
341;05/08/2023;09:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 15;Haninge;Karlslund;13;15;3,0;12;15;3,2667;0,8667;0,8;1,6667;6,2667
342;05/08/2023;23:00;WORLD;CLUB FRIENDLY;Atl. Madrid (Esp);Sevilla (Esp);12;15;3,4;13;15;2,8;0,8;0,8667;1,6667;6,2
343;05/08/2023;13:00;CZECH REPUBLIC;CFL - GROUP A - ROUND 1;Karlovy Vary;Dukla Prague B;13;15;2,9333;12;15;3,5333;0,8667;0,8;1,6667;6,4666
344;05/08/2023;12:00;CZECH REPUBLIC;DIVISION A - ROUND 1;Horovice;Tachov;12;15;3,0;13;15;4,0667;0,8;0,8667;1,6667;7,0667
345;05/08/2023;12:00;SLOVAKIA;3. LIGA - EAST - ROUND 1;Lipany;Lubovna;13;15;3,9333;12;15;3,9333;0,8667;0,8;1,6667;7,8666
346;05/08/2023;13:15;SCOTLAND;PREMIERSHIP - ROUND 1;Kilmarnock;Rangers;12;15;2,6;13;15;3,4667;0,8;0,8667;1,6667;6,0667
347;05/08/2023;11:30;RUSSIA;PREMIER LEAGUE - ROUND 3;Orenburg;Ural;13;15;3,6;12;15;2,3333;0,8667;0,8;1,6667;5,9333
348;05/08/2023;09:00;RUSSIA;PREMIER LEAGUE - ROUND 3;Krylya Sovetov;FK Rostov;13;15;3,2667;12;15;3,0667;0,8667;0,8;1,6667;6,3334
349;05/08/2023;12:00;SLOVAKIA;3. LIGA - WEST - ROUND 1;AFC Nove Mesto;MSK Martin;12;15;3,0667;13;15;3,5333;0,8;0,8667;1,6667;6,6
350;05/08/2023;07:00;WORLD;CLUB FRIENDLY WOMEN;First Vienna W (Aut);Haladas W (Hun);12;15;4,9333;13;15;3,5333;0,8;0,8667;1,6667;8,4666
351;05/08/2023;12:00;POLAND;III LIGA - GROUP I - ROUND 1;Warta Sieradz;Swit Mazowiecki;12;15;2,7333;13;15;3,6;0,8;0,8667;1,6667;6,3333
352;05/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 1;Jelenia Gora;Pawlowice;12;15;3,8;13;15;3,7333;0,8;0,8667;1,6667;7,5333
353;05/08/2023;11:00;ENGLAND;LEAGUE TWO - ROUND 1;Accrington;Newport;12;15;3,2667;13;15;3,2;0,8;0,8667;1,6667;6,4667
354;05/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 1;Carina Gubin;Polkowice;13;15;3,0667;12;15;2,8;0,8667;0,8;1,6667;5,8667
355;05/08/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 4;Kromeriz;Jihlava;12;15;3,5333;13;15;4,0;0,8;0,8667;1,6667;7,5333
356;05/08/2023;11:00;ENGLAND;LEAGUE TWO - ROUND 1;Morecambe;Walsall;12;15;3,6;13;15;2,6;0,8;0,8667;1,6667;6,2
357;05/08/2023;11:00;ENGLAND;LEAGUE TWO - ROUND 1;Sutton;Notts Co;12;15;2,6;13;15;3,8;0,8;0,8667;1,6667;6,4
358;05/08/2023;17:30;ECUADOR;LIGA PRO - SECOND STAGE - ROUND 16;Orense;Delfin;13;15;2,5333;12;15;2,8667;0,8667;0,8;1,6667;5,4
359;05/08/2023;11:00;SCOTLAND;LEAGUE ONE - ROUND 1;Falkirk;Annan;13;15;3,6;12;15;3,1333;0,8667;0,8;1,6667;6,7333
360;05/08/2023;08:00;DENMARK;3RD DIVISION;Vanlose;Avarta;13;15;2,8667;12;15;3,3333;0,8667;0,8;1,6667;6,2
361;05/08/2023;11:00;SCOTLAND;LEAGUE ONE - ROUND 1;Stirling;Edinburgh City;12;15;3,0667;13;15;3,5333;0,8;0,8667;1,6667;6,6
362;05/08/2023;23:30;USA;MLS NEXT PRO;Portland Timbers 2;Tacoma Defiance;13;15;3,4667;12;15;3,1333;0,8667;0,8;1,6667;6,6
363;05/08/2023;11:00;DENMARK;SUPERLIGA - ROUND 3;FC Copenhagen;Randers FC;13;15;4,0;12;15;2,9333;0,8667;0,8;1,6667;6,9333
364;05/08/2023;19:00;USA;MLS NEXT PRO;Inter Miami II;Orlando City B;12;15;3,6667;13;15;4,3333;0,8;0,8667;1,6667;8,0
365;05/08/2023;12:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;Tempo Prague;Vysehrad;12;15;3,6667;13;15;3,9333;0,8;0,8667;1,6667;7,6
366;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-WEST - ROUND 1;Hebar 2;Slavia Sofia 2;13;15;3,1333;12;15;4,8;0,8667;0,8;1,6667;7,9333
367;05/08/2023;05:15;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;Podoli Praha;Uhrineves;13;15;3,1333;12;15;2,6;0,8667;0,8;1,6667;5,7333
368;05/08/2023;12:00;CZECH REPUBLIC;DIVISION B - ROUND 1;Slany;Ujezd Prague;13;15;3,2667;12;15;3,4;0,8667;0,8;1,6667;6,6667
369;05/08/2023;13:00;SLOVAKIA;NIKE LIGA - ROUND 2;Trencin;Michalovce;15;15;3,5333;10;15;2,3333;1,0;0,6667;1,6667;5,8666
370;05/08/2023;23:00;USA;USL CHAMPIONSHIP;San Diego Loyal;Orange County SC;15;15;4,0667;10;15;2,6667;1,0;0,6667;1,6667;6,7334
371;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Keith;Clachnacuddin;12;15;3,0;13;15;3,3333;0,8;0,8667;1,6667;6,3333
372;05/08/2023;05:30;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 1;Litovel;Cechovice;13;15;3,4;12;15;3,0;0,8667;0,8;1,6667;6,4
373;05/08/2023;12:00;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 1;Hermanice;Haj ve Slezsku;12;15;3,0;13;15;3,1333;0,8;0,8667;1,6667;6,1333
374;05/08/2023;07:00;UKRAINE;YOUTH LEAGUE - ROUND 2;Kolos Kovalivka U19;Ch. Odessa U19;13;15;2,7333;12;15;2,6;0,8667;0,8;1,6667;5,3333
375;05/08/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 3;Karvina;Mlada Boleslav;13;15;3,6;12;15;2,9333;0,8667;0,8;1,6667;6,5333
376;05/08/2023;06:00;UKRAINE;YOUTH LEAGUE - ROUND 2;Rukh Lviv U19;Vorskla Poltava U19;12;15;3,2667;13;15;3,1333;0,8;0,8667;1,6667;6,4
377;05/08/2023;12:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 1;Royal AM;AmaZulu;12;15;2,6;13;15;2,6667;0,8;0,8667;1,6667;5,2667
378;05/08/2023;06:30;WORLD;CLUB FRIENDLY;Academico Viseu (Por);Oliveirense (Por);12;15;2,6667;13;15;3,2667;0,8;0,8667;1,6667;5,9334
379;05/08/2023;11:00;NORTHERN IRELAND;NIFL CHAMPIONSHIP - ROUND 1;Dergview;Portadown;13;15;3,2;12;15;3,6;0,8667;0,8;1,6667;6,8
380;05/08/2023;08:30;WORLD;CLUB FRIENDLY;Bochum (Ger);Luton (Eng);13;15;3,8;12;15;2,1333;0,8667;0,8;1,6667;5,9333
381;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE SOUTH - ROUND 1;Chelmsford;Farnborough;12;15;3,2667;13;15;3,0667;0,8;0,8667;1,6667;6,3334
382;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE NORTH - ROUND 1;Tamworth;Scunthorpe;13;15;2,6667;12;15;2,8667;0,8667;0,8;1,6667;5,5334
383;05/08/2023;08:00;WORLD;CLUB FRIENDLY;Banbridge (Nir);Carrick Rangers (Nir);13;15;3,8;12;15;3,0667;0,8667;0,8;1,6667;6,8667
384;05/08/2023;07:00;POLAND;III LIGA - GROUP I - ROUND 1;Zambrow;Legia II;13;15;2,8667;12;15;3,2;0,8667;0,8;1,6667;6,0667
385;05/08/2023;08:45;SWEDEN;DIVISION 2 - NORRLAND - ROUND 15;Storfors AIK;Friska Viljor;13;15;3,6667;12;15;3,0;0,8667;0,8;1,6667;6,6667
386;05/08/2023;11:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 16;Oskarshamn;Oddevold;13;15;3,4;12;15;3,0;0,8667;0,8;1,6667;6,4
387;05/08/2023;11:00;SWEDEN;DIVISION 1 - NORRA - ROUND 16;Karlstad;Sylvia;12;15;2,8;13;15;3,0;0,8;0,8667;1,6667;5,8
388;05/08/2023;10:00;SWEDEN;SUPERETTAN - ROUND 17;Jonkoping;Utsikten;13;15;3,5333;12;15;2,6667;0,8667;0,8;1,6667;6,2
389;05/08/2023;06:30;WORLD;CLUB FRIENDLY;Kozakken Boys (Ned);Baronie (Ned);12;15;2,9333;13;15;3,2667;0,8;0,8667;1,6667;6,2
390;05/08/2023;07:00;SOUTH KOREA;K LEAGUE 1 - ROUND 25;Suwon Bluewings;Suwon FC;12;15;2,7333;13;15;3,4;0,8;0,8667;1,6667;6,1333
391;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE - ROUND 1;Chesterfield;Dorking;13;15;4,0;12;15;3,2667;0,8667;0,8;1,6667;7,2667
392;05/08/2023;13:00;WALES;LEAGUE CUP - 1/16-FINALS;Newtown;Guilsfield;12;15;2,9333;13;15;3,1333;0,8;0,8667;1,6667;6,0666
393;05/08/2023;06:00;AUSTRALIA;NPL NSW - ROUND 27;Marconi Stallions;Bulls Academy;11;15;2,9333;14;15;3,5333;0,7333;0,9333;1,6666;6,4666
394;05/08/2023;09:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 15;Sandvik;Skelleftea;11;15;2,4;14;15;3,2667;0,7333;0,9333;1,6666;5,6667
395;05/08/2023;10:30;WALES;LEAGUE CUP - 1/16-FINALS;Trefelin;Ammanford;14;15;3,3333;11;15;2,4667;0,9333;0,7333;1,6666;5,8
396;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-WEST - ROUND 1;Minyor Pernik;Slivnishki Geroy;11;15;2,1333;14;15;2,8667;0,7333;0,9333;1,6666;5,0
397;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Rothes;Brora Rangers;14;15;3,8667;11;15;3,0667;0,9333;0,7333;1,6666;6,9334
398;05/08/2023;09:00;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 3;Gonsenheim;Auersmacher;11;15;3,3333;14;15;3,3333;0,7333;0,9333;1,6666;6,6666
399;05/08/2023;10:00;WORLD;CLUB FRIENDLY WOMEN;B. Monchengladbach W (Ger);Werder Bremen W (Ger);14;15;3,1333;11;15;2,8;0,9333;0,7333;1,6666;5,9333
400;05/08/2023;10:00;FINLAND;KAKKONEN GROUP A;PPJ;Klubi 04;14;15;4,2;11;15;2,5333;0,9333;0,7333;1,6666;6,7333
401;05/08/2023;07:00;WORLD;CLUB FRIENDLY;Graafschap (Ned);De Treffers (Ned);11;15;3,4667;14;15;3,8;0,7333;0,9333;1,6666;7,2667
402;05/08/2023;09:00;GERMANY;REGIONALLIGA BAYERN - ROUND 3;Bamberg;Spvgg Ansbach 09;11;15;3,0667;14;15;4,2;0,7333;0,9333;1,6666;7,2667
403;05/08/2023;09:00;WORLD;CLUB FRIENDLY;Ankaragucu (Tur);Konyaspor (Tur);11;15;2,8;14;15;3,2;0,7333;0,9333;1,6666;6,0
404;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE SOUTH - ROUND 1;Weston-super-Mare;Havant & W;11;15;2,6;14;15;3,4;0,7333;0,9333;1,6666;6,0
405;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Inverurie Loco Works;Fraserburgh;14;15;3,9333;11;15;2,8667;0,9333;0,7333;1,6666;6,8
406;05/08/2023;11:00;SCOTLAND;LEAGUE ONE - ROUND 1;Montrose;Kelty Hearts;14;15;3,4667;11;15;3,1333;0,9333;0,7333;1,6666;6,6
407;05/08/2023;12:00;CZECH REPUBLIC;DIVISION E - ROUND 1;Nove Sady;Slavicin;14;15;4,4;11;15;3,0;0,9333;0,7333;1,6666;7,4
408;05/08/2023;14:00;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Celldomolki Vse;VLS Veszprem;14;15;3,6667;11;15;2,8667;0,9333;0,7333;1,6666;6,5334
409;05/08/2023;13:30;ESTONIA;MEISTRILIIGA - ROUND 22;Tallinna Kalev;Tammeka;14;15;3,8;11;15;2,2667;0,9333;0,7333;1,6666;6,0667
410;05/08/2023;10:30;WALES;LEAGUE CUP - 1/16-FINALS;Buckley;Denbigh;14;15;4,0;11;15;3,8667;0,9333;0,7333;1,6666;7,8667
411;05/08/2023;05:00;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 1;Mohelnice;Rapotin;14;15;3,2667;11;15;3,0;0,9333;0,7333;1,6666;6,2667
412;05/08/2023;12:00;CZECH REPUBLIC;DIVISION 2 - ROUND 4;Vlasim;Vyskov;14;15;3,6;11;15;3,0667;0,9333;0,7333;1,6666;6,6667
413;05/08/2023;20:00;USA;USL CHAMPIONSHIP;Hartford Athletic;New Mexico;14;15;3,4667;11;15;2,9333;0,9333;0,7333;1,6666;6,4
414;05/08/2023;13:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Muri;Schotz;14;15;5,2667;11;15;2,4;0,9333;0,7333;1,6666;7,6667
415;05/08/2023;22:00;VENEZUELA;LIGA FUTVE - ROUND 22;La Guaira;Mineros;11;15;2,6;14;15;3,2;0,7333;0,9333;1,6666;5,8
416;05/08/2023;12:00;AUSTRIA;REGIONALLIGA WEST - ROUND 2;A. Salzburg;Motz/Silz;11;15;3,2667;14;15;4,3333;0,7333;0,9333;1,6666;7,6
417;05/08/2023;12:00;SLOVAKIA;3. LIGA - WEST - ROUND 1;Lehota p. V.;Galanta;11;15;3,4;14;15;3,2667;0,7333;0,9333;1,6666;6,6667
418;05/08/2023;09:00;GERMANY;OBERLIGA BAYERN SÜD - ROUND 4;Deisenhofen;Gundelfingen;14;15;3,7333;11;15;2,8;0,9333;0,7333;1,6666;6,5333
419;05/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 1;Wislanie Jaskowice;Wisloka Debica;14;15;3,4667;11;15;3,0;0,9333;0,7333;1,6666;6,4667
420;05/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 1;Siarka Tarnobrzeg;Sokol Sieniawa;11;15;2,7333;14;15;3,4;0,7333;0,9333;1,6666;6,1333
421;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Nagyecsed;Hajduszoboszloi SE;10;11;4,1818;11;15;2,1333;0,9091;0,7333;1,6424;6,3151
422;05/08/2023;11:30;SLOVAKIA;4. LIGA - EAST - ROUND 3;Kezmarok;Lok. Kosice;9;13;3,2308;14;15;4,0667;0,6923;0,9333;1,6256;7,2975
423;05/08/2023;12:45;WORLD;CLUB FRIENDLY;Atromitos (Gre);OFI Crete (Gre);10;15;1,9333;14;15;3,0;0,6667;0,9333;1,6;4,9333
424;05/08/2023;10:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 15;Nordvarmland;Saffle SK;13;15;3,1333;11;15;2,6667;0,8667;0,7333;1,6;5,8
425;05/08/2023;22:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 2;Olimpia;Real Espana;14;15;3,2;10;15;2,4;0,9333;0,6667;1,6;5,6
426;05/08/2023;12:00;WORLD;CLUB FRIENDLY;Brentford (Eng);Lille (Fra);12;15;2,8;12;15;3,0;0,8;0,8;1,6;5,8
427;05/08/2023;13:00;SLOVAKIA;NIKE LIGA - ROUND 2;Dun. Streda;Kosice;11;15;2,5333;13;15;2,8667;0,7333;0,8667;1,6;5,4
428;05/08/2023;13:00;SLOVAKIA;NIKE LIGA - ROUND 2;Slovan Bratislava;Banska Bystrica;11;15;2,8;13;15;3,2667;0,7333;0,8667;1,6;6,0667
429;05/08/2023;12:00;WORLD;CLUB FRIENDLY;Venlo (Ned);Sittard (Ned);12;15;2,6;12;15;2,4;0,8;0,8;1,6;5,0
430;05/08/2023;12:00;WORLD;CLUB FRIENDLY;Utrecht (Ned);Espanyol (Esp);13;15;3,0;11;15;3,4667;0,8667;0,7333;1,6;6,4667
431;05/08/2023;09:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 15;Gauthiod;Torslanda;12;15;3,3333;12;15;2,9333;0,8;0,8;1,6;6,2666
432;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Cray Valley PM (Eng);Dulwich Hamlet (Eng);13;15;3,6667;11;15;2,8;0,8667;0,7333;1,6;6,4667
433;05/08/2023;12:00;SLOVAKIA;3. LIGA - EAST - ROUND 1;Namestovo;Filakovo;12;15;3,0667;12;15;2,9333;0,8;0,8;1,6;6,0
434;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Everton (Eng);Sporting CP (Por);10;15;2,5333;14;15;2,8;0,6667;0,9333;1,6;5,3333
435;05/08/2023;11:00;SWITZERLAND;1.LIGA CLASSIC GROUP 3;Kreuzlingen;Freienbach;12;15;3,6;12;15;2,7333;0,8;0,8;1,6;6,3333
436;05/08/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 25;Busan;Cheonan City;11;15;2,2667;13;15;3,0667;0,7333;0,8667;1,6;5,3334
437;05/08/2023;12:00;SWITZERLAND;PROMOTION LEAGUE;Etoile-Carouge;Paradiso;13;15;3,0667;11;15;2,7333;0,8667;0,7333;1,6;5,8
438;05/08/2023;15:00;SOUTH AFRICA;PREMIER LEAGUE - ROUND 1;Stellenbosch;Orlando Pirates;12;15;3,1333;12;15;2,4;0,8;0,8;1,6;5,5333
439;05/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Attack Vrutky;Salkova;4;5;4,2;12;15;4,1333;0,8;0,8;1,6;8,3333
440;05/08/2023;11:00;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 1;Glenavon;Glentoran;11;15;3,3333;13;15;2,9333;0,7333;0,8667;1,6;6,2666
441;05/08/2023;13:45;WORLD;CLUB FRIENDLY;Solin (Cro);Dugopolje (Cro);13;15;3,6;11;15;2,1333;0,8667;0,7333;1,6;5,7333
442;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 14;Sprint-Jeloy;Mandalskameratene;12;15;3,3333;12;15;2,8667;0,8;0,8;1,6;6,2
443;05/08/2023;10:00;WORLD;CLUB FRIENDLY;Heerenveen (Ned);Metz (Fra);13;15;3,1333;11;15;2,5333;0,8667;0,7333;1,6;5,6666
444;05/08/2023;10:00;POLAND;III LIGA - GROUP I - ROUND 1;Grodzisk M.;T. Mazowiecki;12;15;3,2;12;15;2,6;0,8;0,8;1,6;5,8
445;05/08/2023;15:00;POLAND;DIVISION 1 - ROUND 3;Chrobry Glogow;Termalica B-B.;9;15;2,2;15;15;3,8;0,6;1,0;1,6;6,0
446;05/08/2023;15:00;PERU;LIGA WOMEN - CHAMPIONSHIP GROUP - ROUND 5;Alianza Lima W;AD Cantolao W;12;15;3,8;12;15;2,2667;0,8;0,8;1,6;6,0667
447;05/08/2023;13:00;PERU;LIGA WOMEN - RELEGATION GROUP - ROUND 4;Ayacucho W;U. San Martin W;11;15;3,7333;13;15;3,9333;0,7333;0,8667;1,6;7,6666
448;05/08/2023;20:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 5;Sp. Luqueno;Resistencia;13;15;2,9333;11;15;2,3333;0,8667;0,7333;1,6;5,2666
449;05/08/2023;06:30;WORLD;CLUB FRIENDLY;Gouveia (Por);Benfica U19 (Por);13;15;2,8667;11;15;3,5333;0,8667;0,7333;1,6;6,4
450;05/08/2023;20:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 3;Zacatecas Mineros;Tlaxcala;14;15;3,9333;10;15;2,0;0,9333;0,6667;1,6;5,9333
451;05/08/2023;14:00;WORLD;CLUB FRIENDLY;Patro Eisden (Bel);Gent B (Bel);12;15;2,4667;12;15;2,9333;0,8;0,8;1,6;5,4
452;05/08/2023;07:00;POLAND;III LIGA - GROUP II - ROUND 1;Gedania Gdansk;Sroda;12;15;3,9333;12;15;3,2667;0,8;0,8;1,6;7,2
453;05/08/2023;09:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 15;IFK Malmo;IFK Trelleborg;12;15;3,4667;12;15;3,5333;0,8;0,8;1,6;7,0
454;05/08/2023;08:00;WORLD;CLUB FRIENDLY;Sparta Rotterdam (Ned);Waalwijk (Ned);13;15;3,4;11;15;3,2;0,8667;0,7333;1,6;6,6
455;05/08/2023;10:00;NORWAY;OBOS-LIGAEN - ROUND 16;Mjondalen;Hodd;14;15;3,5333;10;15;2,5333;0,9333;0,6667;1,6;6,0666
456;05/08/2023;08:45;WORLD;CLUB FRIENDLY;Sheffield Utd (Eng);Stuttgart (Ger);9;15;2,2;15;15;3,5333;0,6;1,0;1,6;5,7333
457;05/08/2023;20:00;NICARAGUA;LIGA PRIMERA - APERTURA - ROUND 2;UNAN-Managua;Matagalpa;14;15;3,7333;10;15;2,2;0,9333;0,6667;1,6;5,9333
458;05/08/2023;13:00;NICARAGUA;LIGA PRIMERA U20 - APERTURA - ROUND 2;Ferretti U20;Managua FC U20;13;15;3,7333;11;15;3,6;0,8667;0,7333;1,6;7,3333
