Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
139;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Aue;Sandhausen;15;20;14;20;0,75;0,7;1,45;1,25;0,9421;1,4;1,2806;2,65
140;23/08/2023;13:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 2;Schott Mainz;Stuttgart II;18;20;11;20;0,9;0,55;1,45;1,9;1,3;1,05;1,2031;2,95
141;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Olympic;Mjallby;15;20;14;20;0,75;0,7;1,45;1,35;1,1079;1,25;1,0428;2,6
142;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Alemannia Aachen U19;Koln U19;17;20;12;20;0,85;0,6;1,45;1,85;1,1948;1,15;1,1948;3,0
143;23/08/2023;06:00;JAPAN;J3 LEAGUE - ROUND 21;Vanraure;Ryukyu;12;20;17;20;0,6;0,85;1,45;0,9;0,9434;1,5;1,0724;2,4
144;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;KFUM Oslo;Hodd;15;20;14;20;0,75;0,7;1,45;1,2;1,0296;0,95;0,9206;2,15
145;23/08/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 6;Zacatecas Mineros;Tepatitlan de Morelos;16;20;13;20;0,8;0,65;1,45;1,75;1,5452;0,95;0,9206;2,7
146;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Wuppertal U19;Dortmund U19;16;20;13;20;0,8;0,65;1,45;1,45;1,2031;1,0;0,9487;2,45
147;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Stockholm Internazionale;Brage;15;20;14;20;0,75;0,7;1,45;1,4;1,0677;1,3;1,0536;2,7
148;23/08/2023;13:30;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Karlstad;Ostersund;15;20;14;20;0,75;0,7;1,45;1,3;1,1;1,0;0,9487;2,3
149;23/08/2023;13:00;FINLAND;KAKKONEN GROUP A;PPJ;Lahden Reipas;15;20;14;20;0,75;0,7;1,45;1,8;1,6613;1,2;1,0296;3,0
150;23/08/2023;18:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 23;2 de Mayo;Deportivo Santani;14;20;15;20;0,7;0,75;1,45;1,35;1,2359;1,4;1,1136;2,75
151;23/08/2023;20:15;PARAGUAY;DIVISION INTERMEDIA - ROUND 23;Sol de America;Atyra;13;20;16;20;0,65;0,8;1,45;1,2;1,4;1,35;1,1522;2,55
152;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Gabcikovo;Dun. Streda;13;20;16;20;0,65;0,8;1,45;1,5;1,4663;1,2;0,9274;2,7
153;23/08/2023;00:06;MEXICO;LIGA MX - APERTURA - ROUND 5;Juarez;U.N.A.M.- Pumas;16;20;13;20;0,8;0,65;1,45;1,05;0,669;1,75;1,5452;2,8
154;23/08/2023;23:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;Aguila;Comunicaciones;12;20;17;20;0,6;0,85;1,45;1,05;1,1169;1,2;0,6782;2,25
155;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Sabinov;Spisske Podhradie;14;20;14;20;0,7;0,7;1,4;1,4;1,241;1,35;1,3883;2,75
156;23/08/2023;21:30;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - QUARTER-FINALS;Boca Juniors (Arg);Racing Club (Arg);10;20;18;20;0,5;0,9;1,4;0,6;0,6633;1,35;0,7921;1,95
157;23/08/2023;14:00;WORLD;CLUB FRIENDLY WOMEN;Sevilla FC W (Esp);Granada CF W (Esp);14;20;14;20;0,7;0,7;1,4;1,25;1,0897;1,0;0,8367;2,25
158;23/08/2023;13:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Peresvet;Veles Moscow;15;20;13;20;0,75;0,65;1,4;1,8;1,4697;1,0;1,0;2,8
159;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Badin;Podkonice;14;20;14;20;0,7;0,7;1,4;1,8;1,631;1,35;1,1079;3,15
160;23/08/2023;13:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Znamya Truda;Krasnogorsk;13;20;15;20;0,65;0,75;1,4;1,1;1,179;1,15;0,9631;2,25
161;23/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Cowdenbeath;Broomhill;12;20;16;20;0,6;0,8;1,4;1,45;1,5961;1,45;1,1608;2,9
162;23/08/2023;07:00;WORLD;CLUB FRIENDLY WOMEN;Racing Santander W (Esp);Athletic Bilbao B W (Esp);13;20;15;20;0,65;0,75;1,4;1,05;1,0235;1,2;1,2884;2,25
163;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Medzev;Presov;14;20;14;20;0,7;0,7;1,4;1,75;1,5772;1,3;1,2288;3,05
164;23/08/2023;14:00;WORLD;CLUB FRIENDLY;Almudevar (Esp);Utebo FC (Esp);14;20;14;20;0,7;0,7;1,4;1,15;1,0618;1,0;0,8367;2,15
165;23/08/2023;04:30;WORLD;CLUB FRIENDLY;Orihuela (Esp);Ilicitano (Esp);12;20;16;20;0,6;0,8;1,4;0,7;0,6403;1,15;0,8529;1,85
166;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Tyreso;Orebro;17;20;11;20;0,85;0,55;1,4;2,0;1,3038;1,0;1,0488;3,0
167;23/08/2023;15:00;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Portalban;La Chaux-De-Fonds;15;20;13;20;0,75;0,65;1,4;1,35;1,1948;1,1;0,9434;2,45
168;23/08/2023;08:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;FSC Mariupol;Kolos Kovalivka;12;20;16;20;0,6;0,8;1,4;0,85;0,9097;1,2;1,077;2,05
169;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Hudiksvall;Hammarby;16;20;12;20;0,8;0,6;1,4;1,55;1,244;0,9;0,8888;2,45
170;23/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Braga (Por);Panathinaikos (Gre);16;20;12;20;0,8;0,6;1,4;1,75;1,4448;0,95;0,8646;2,7
171;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA NORTH - ROUND 3;VfL Osnabruck U19;Werder Bremen U19;14;20;14;20;0,7;0,7;1,4;1,75;1,4098;1,85;1,558;3,6
172;23/08/2023;12:00;POLAND;III LIGA - GROUP II - ROUND 4;Blekitni Stargard;Unia Swarzedz;13;20;15;20;0,65;0,75;1,4;0,8;0,7483;0,95;0,669;1,75
173;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Schalke U19;Bochum U19;13;20;15;20;0,65;0,75;1,4;1,95;2,2243;1,55;1,1608;3,5
174;23/08/2023;12:00;POLAND;III LIGA - GROUP I - ROUND 4;Concordia Elblag;Zambrow;13;20;15;20;0,65;0,75;1,4;1,15;1,1948;1,4;1,0677;2,55
175;23/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 4;Kluczbork;Warta Gorzow;13;20;15;20;0,65;0,75;1,4;1,3;1,1874;1,55;1,2835;2,85
176;23/08/2023;17:30;PERU;LIGA 2 - ROUND 21;Los Chankas;Comerciantes Unidos;14;20;14;20;0,7;0,7;1,4;1,15;1,0137;1,0;0,8367;2,15
177;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Regensburg;Dortmund II;15;20;13;20;0,75;0,65;1,4;1,45;1,244;1,1;0,995;2,55
178;23/08/2023;15:00;PERU;LIGA 2 - ROUND 21;Carlos Stein;Juan Aurich;17;20;11;20;0,85;0,55;1,4;1,75;1,1347;0,8;0,9274;2,55
179;23/08/2023;07:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 18;Neman 2;FC Gomel 2;14;20;14;20;0,7;0,7;1,4;1,35;1,1948;1,45;1,2031;2,8
180;23/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 4;Stolem Gniewino;Cartusia Kartuzy;13;20;15;20;0,65;0,75;1,4;1,0;1,0;1,2;1,077;2,2
181;23/08/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;WIT Georgia;Merani Martvili;15;20;13;20;0,75;0,65;1,4;1,25;0,9421;1,15;1,2359;2,4
182;23/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Rosario Central 2;Banfield 2;14;20;14;20;0,7;0,7;1,4;1,2;0,9274;1,1;0,8307;2,3
183;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Kongsvinger;Fredrikstad;17;20;11;20;0,85;0,55;1,4;1,3;0,9539;0,9;0,9434;2,2
184;23/08/2023;11:30;NORTH MACEDONIA;1. MFL - ROUND 4;Vardar;Sileks;14;20;14;20;0,7;0,7;1,4;0,95;0,7399;1,3;1,2288;2,25
185;23/08/2023;18:00;EL SALVADOR;PRIMERA DIVISION - APERTURA - ROUND 3;Dragon;Metapan;14;20;14;20;0,7;0,7;1,4;1,25;1,0897;1,1;0,9434;2,35
186;23/08/2023;21:00;ECUADOR;SERIE B - ROUND 26;Chacaritas;Macara;14;20;14;20;0,7;0,7;1,4;1,15;1,0137;1,25;0,9937;2,4
187;23/08/2023;10:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Ufa;Nosta;15;20;13;20;0,75;0,65;1,4;1,15;0,8529;1,35;1,1522;2,5
188;23/08/2023;19:00;BRAZIL;SERIE B - ROUND 17;CRB;Avai;12;20;15;20;0,6;0,75;1,35;0,95;0,9206;1,0;0,7746;1,95
189;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Dalstorps;Utsikten;15;20;12;20;0,75;0,6;1,35;1,4;1,2;1,1;1,179;2,5
190;23/08/2023;12:30;WORLD;FRIENDLY INTERNATIONAL;Hungary U19;Romania U19;11;20;16;20;0,55;0,8;1,35;0,9;1,0909;1,5;1,2845;2,4
191;23/08/2023;14:00;WORLD;CLUB FRIENDLY;Atl. Astorga (Esp);Covadonga (Esp);12;20;15;20;0,6;0,75;1,35;0,9;0,9434;1,2;0,8124;2,1
192;23/08/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;Poti;Dinamo Tbilisi 2;14;20;13;20;0,7;0,65;1,35;1,05;1,0235;1,6;1,3565;2,65
193;23/08/2023;20:00;USA;US OPEN CUP - SEMI-FINALS;FC Cincinnati;Inter Miami;14;20;13;20;0,7;0,65;1,35;1,35;1,1079;1,25;1,1347;2,6
194;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA SOUTH - ROUND 3;Mainz U19;Kaiserslautern U19;11;20;16;20;0,55;0,8;1,35;1,2;1,4697;1,45;1,0712;2,65
195;23/08/2023;15:00;WORLD;CLUB FRIENDLY;Salamanca (Esp);Guijuelo (Esp);16;20;11;20;0,8;0,55;1,35;1,25;0,8874;0,9;0,9434;2,15
196;23/08/2023;14:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 2;Eintracht Frankfurt II;FC 08 Homburg;16;20;11;20;0,8;0,55;1,35;1,3;0,9539;0,85;0,9097;2,15
197;23/08/2023;21:00;USA;USL CHAMPIONSHIP;FC Tulsa;Birmingham;12;20;15;20;0,6;0,75;1,35;1,05;1,0235;1,1;0,8307;2,15
198;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;United Nordic;Jonkoping;14;20;13;20;0,7;0,65;1,35;1,2;1,0296;1,35;1,3883;2,55
199;23/08/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;Merani Tbilisi;Bolnisi;15;20;12;20;0,75;0,6;1,35;1,3;1,0536;1,0;1,0954;2,3
200;23/08/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;FC Gareji Sagarejo;Spaeri;14;20;13;20;0,7;0,65;1,35;1,35;1,2757;1,25;1,1779;2,6
201;23/08/2023;23:30;USA;MLS;Los Angeles FC;Colorado Rapids;15;20;12;20;0,75;0,6;1,35;1,2;0,8718;1,1;1,1358;2,3
202;23/08/2023;08:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;Ahrobiznes Volochysk;Zhytomyr;12;20;15;20;0,6;0,75;1,35;0,8;0,8124;1,3;1,1;2,1
203;23/08/2023;15:00;WORLD;CLUB FRIENDLY;Caravaca (Esp);Aguilas FC (Esp);12;20;15;20;0,6;0,75;1,35;0,85;0,8529;1,0;0,7071;1,85
204;23/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 6;Vendsyssel;Kolding IF;13;20;14;20;0,65;0,7;1,35;1,05;1,0712;1,7;1,7916;2,75
205;23/08/2023;19:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Central Cordoba 2;Godoy Cruz 2;17;20;10;20;0,85;0,5;1,35;1,55;1,1169;0,95;1,1608;2,5
206;23/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 4;Zawisza;Swinoujscie;14;20;13;20;0,7;0,65;1,35;1,1;0,9434;1,05;1,0235;2,15
207;23/08/2023;11:00;WORLD;CLUB FRIENDLY WOMEN;Lille W (Fra);Lens W (Fra);13;20;14;20;0,65;0,7;1,35;1,45;1,3592;1,45;1,2835;2,9
208;23/08/2023;12:00;POLAND;III LIGA - GROUP I - ROUND 4;Skierniewice;Wikielec;14;20;13;20;0,7;0,65;1,35;1,3;1,3454;1,1;0,8888;2,4
209;23/08/2023;13:00;POLAND;III LIGA - GROUP III - ROUND 4;Pawlowice;Sleza Wroclaw;14;20;13;20;0,7;0,65;1,35;1,4;1,2806;1,15;1,0618;2,55
210;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Bernolakovo;Raca;17;20;10;20;0,85;0,5;1,35;1,2;0,8124;1,0;1,3416;2,2
211;23/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 4;Gwarek Tarnowskie Gory;Goczalkowice Zdroj;15;20;12;20;0,75;0,6;1,35;1,6;1,241;1,15;1,2359;2,75
212;23/08/2023;08:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Khimik Avgust;Penza;13;20;14;20;0,65;0,7;1,35;1,1;1,044;1,5;1,3229;2,6
213;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;Kristiansund;Sandnes;14;20;13;20;0,7;0,65;1,35;1,15;0,9097;1,65;1,558;2,8
214;23/08/2023;14:00;WORLD;CLUB FRIENDLY WOMEN;Thonon Evian W (Fra);Grenoble W (Fra);12;20;15;20;0,6;0,75;1,35;1,1;1,179;1,25;1,0897;2,35
215;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Dynamo Stavropol;Spartak Nalchik;13;20;14;20;0,65;0,7;1,35;1,15;1,1948;1,05;0,9734;2,2
216;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Poprad;FK Humenne;15;20;12;20;0,75;0,6;1,35;1,45;1,244;1,1;1,0909;2,55
217;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Freiburg II;Unterhaching;12;20;14;20;0,6;0,7;1,3;0,8;0,9274;1,25;1,0428;2,05
218;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;SKA Rostov;FK Chayka;12;20;14;20;0,6;0,7;1,3;1,15;1,1522;1,1;0,8307;2,25
219;23/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Bo'ness United;Albion Rovers;13;20;13;20;0,65;0,65;1,3;1,05;1,0712;1,0;1,0;2,05
220;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Lunds;Elfsborg;11;20;15;20;0,55;0,75;1,3;1,0;1,2649;1,35;1,0137;2,35
221;23/08/2023;14:00;ARGENTINA;COPA ARGENTINA - 1/8-FINALS;Villa Mitre;Chaco For Ever;15;20;11;20;0,75;0,55;1,3;0,95;0,669;0,7;0,7141;1,65
222;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IK Franke;Skovde AIK;14;20;12;20;0,7;0,6;1,3;1,5;1,2845;1,05;1,244;2,55
223;23/08/2023;11:30;NORTH MACEDONIA;1. MFL - ROUND 4;KF Gostivar;Rabotnicki;10;20;16;20;0,5;0,8;1,3;0,9;0,995;1,55;1,2835;2,45
224;23/08/2023;15:30;WORLD;CLUB FRIENDLY;Espanyol B (Esp);L Hospitalet (Esp);10;20;16;20;0,5;0,8;1,3;0,8;0,9274;1,3;1,005;2,1
225;23/08/2023;21:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;Deportivo Universitario;Saprissa;11;20;15;20;0,55;0,75;1,3;0,7;0,781;1,6;1,2;2,3
226;23/08/2023;00:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 6;Venados;Correcaminos;15;20;11;20;0,75;0,55;1,3;1,0;0,7071;0,85;0,9097;1,85
227;23/08/2023;19:30;CHILE;CHILEAN CUP - QUARTER-FINALS;Cobreloa;Cobresal;13;20;13;20;0,65;0,65;1,3;1,1;1,044;1,2;1,2083;2,3
228;23/08/2023;05:00;WORLD;CLUB FRIENDLY;Guadalajara (Esp);Marchamalo (Esp);15;20;11;20;0,75;0,55;1,3;1,05;0,8047;0,75;0,8292;1,8
229;23/08/2023;12:00;WORLD;CLUB FRIENDLY;Pro Vercelli (Ita);Lecco (Ita);14;20;12;20;0,7;0,6;1,3;1,3;1,4866;1,0;0,8944;2,3
230;23/08/2023;12:00;SOUTH AFRICA;PREMIER LEAGUE - ROUND 4;Richards Bay;Mamelodi Sundowns;12;20;14;20;0,6;0,7;1,3;0,8;0,8124;1,1;0,9434;1,9
231;23/08/2023;14:00;WORLD;CLUB FRIENDLY;CD Vitoria (Esp);Barakaldo (Esp);13;20;13;20;0,65;0,65;1,3;1,0;0,8367;1,25;1,337;2,25
232;23/08/2023;14:30;WORLD;CLUB FRIENDLY;Vilassar de Mar (Esp);Sant Andreu (Esp);12;20;14;20;0,6;0,7;1,3;1,2;1,3266;1,1;0,995;2,3
233;23/08/2023;18:45;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 7;Petrolera;La Equidad;14;20;11;20;0,7;0,55;1,25;1,25;1,0428;1,0;1,0488;2,25
234;23/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 6;Helsingor;Hillerod;14;20;11;20;0,7;0,55;1,25;1,4;1,2;1,05;1,4654;2,45
235;23/08/2023;08:35;CHINA;SUPER LEAGUE WOMEN - ROUND 13;Wuhan Jiangda W;Shaanxi Changan W;16;20;9;20;0,8;0,45;1,25;1,4;1,0677;0,5;0,5916;1,9
236;23/08/2023;15:30;WORLD;CLUB FRIENDLY;Cabecense (Esp);Cadiz CF B (Esp);12;20;13;20;0,6;0,65;1,25;1,15;0,9631;0,85;0,7921;2,0
237;23/08/2023;19:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Lanus 2;Newells Old Boys 2;15;20;10;20;0,75;0,5;1,25;1,05;0,9206;0,75;0,8874;1,8
238;23/08/2023;15:30;WORLD;CLUB FRIENDLY;Pergolettese (Ita);Crema (Ita);12;20;13;20;0,6;0,65;1,25;1,0;1,0954;1,1;1,179;2,1
239;23/08/2023;08:35;CHINA;SUPER LEAGUE WOMEN - ROUND 13;Sichuan W;Jiangsu Suning W;12;20;13;20;0,6;0,65;1,25;1,0;1,0;1,0;0,8367;2,0
240;23/08/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 25;Wilstermann;Universitario de Vinto;15;20;10;20;0,75;0,5;1,25;1,15;1,0137;0,6;0,6633;1,75
241;23/08/2023;16:00;WORLD;CLUB FRIENDLY WOMEN;Betis W (Esp);Huelva W (Esp);13;20;12;20;0,65;0,6;1,25;0,9;0,8307;1,05;1,0712;1,95
242;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Maykop;Kholding;11;20;14;20;0,55;0,7;1,25;0,9;0,995;1,5;1,3229;2,4
243;23/08/2023;10:00;POLAND;III LIGA - GROUP III - ROUND 4;Rakow 2;Carina Gubin;14;20;11;20;0,7;0,55;1,25;1,15;1,0618;1,0;1,2247;2,15
244;23/08/2023;15:45;SCOTLAND;SWPL 1 WOMEN - ROUND 3;Spartans W;Celtic W;9;20;16;20;0,45;0,8;1,25;1,25;1,8675;1,65;1,4239;2,9
245;23/08/2023;11:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 23;3 de Febrero;San Lorenzo;16;20;9;20;0,8;0,45;1,25;1,05;0,7399;0,95;1,2031;2,0
246;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Tomasov;Sered;12;20;13;20;0,6;0,65;1,25;0,9;0,8888;1,35;1,8782;2,25
247;23/08/2023;22:00;MEXICO;LIGA MX - APERTURA - ROUND 5;Club America;Necaxa;15;20;10;20;0,75;0,5;1,25;1,35;1,0618;0,7;0,9;2,05
248;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IFK Hassleholm;Halmstad;12;20;13;20;0,6;0,65;1,25;1,15;1,1522;1,25;1,299;2,4
249;23/08/2023;13:30;GERMANY;JUNIOREN BUNDESLIGA WEST - ROUND 3;Viktoria Koln U19;Arminia Bielefeld U19;15;20;10;20;0,75;0,5;1,25;1,5;1,4663;0,9;1,044;2,4
250;23/08/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - QUARTER-FINALS;Botafogo RJ (Bra);Defensa y Justicia (Arg);11;20;13;20;0,55;0,65;1,2;0,7;0,9;1,0;0,9487;1,7
251;23/08/2023;13:00;WORLD;CLUB FRIENDLY;Portugalete (Esp);Ath Bilbao B (Esp);10;20;14;20;0,5;0,7;1,2;0,85;1,1079;1,25;1,2196;2,1
252;23/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Defensa y Justicia 2;Platense 2;13;20;11;20;0,65;0,55;1,2;1,1;1,1358;1,05;1,1169;2,15
253;23/08/2023;08:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Chertanovo M.;Kirov;11;20;13;20;0,55;0,65;1,2;1,0;1,1832;1,0;0,8944;2,0
254;23/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 4;Polkowice;Starowice Dolne;12;20;12;20;0,6;0,6;1,2;1,0;1,0;1,25;1,4448;2,25
255;23/08/2023;14:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 4;Cape Town City;Sekhukhune;10;20;14;20;0,5;0,7;1,2;0,85;0,9631;1,1;0,8888;1,95
256;23/08/2023;14:30;WORLD;CLUB FRIENDLY;Torrellano (Esp);Hercules (Esp);14;20;10;20;0,7;0,5;1,2;1,05;0,9734;0,6;0,6633;1,65
257;23/08/2023;10:30;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Dynamo Vologda;S. Kostroma;12;20;12;20;0,6;0,6;1,2;1,05;1,1169;0,9;0,8307;1,95
258;23/08/2023;22:00;EL SALVADOR;PRIMERA DIVISION - APERTURA - ROUND 3;Alianza FC;Luis Angel Firpo;13;20;11;20;0,65;0,55;1,2;1,3;1,3454;0,85;0,9097;2,15
259;23/08/2023;14:30;SWITZERLAND;1.LIGA CLASSIC GROUP 3;YF Juventus;Wettswil-Bonstetten;15;20;9;20;0,75;0,45;1,2;1,65;1,5898;0,8;1,077;2,45
260;23/08/2023;10:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;Epitsentr;Veres-Rivne;10;20;14;20;0,5;0,7;1,2;0,65;0,7921;1,55;1,7168;2,2
261;23/08/2023;05:00;CHINA;SUPER LEAGUE WOMEN - ROUND 13;Beijing Beikong W;Guangdong Meizhou W;12;20;12;20;0,6;0,6;1,2;0,95;0,9734;0,9;0,995;1,85
262;23/08/2023;22:30;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 7;Junior;America De Cali;8;20;16;20;0,4;0,8;1,2;0,6;0,9695;1,55;1,1169;2,15
263;23/08/2023;20:15;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 7;Santa Fe;Envigado;14;20;10;20;0,7;0,5;1,2;1,15;1,1079;0,75;0,8874;1,9
264;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Luki-Energiya;Tver;15;20;9;20;0,75;0,45;1,2;1,3;0,9539;0,75;0,9421;2,05
265;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Tvaaker;Kalmar;10;20;13;20;0,5;0,65;1,15;0,85;0,9631;1,15;1,0137;2,0
266;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Salyut-Belgorod;Kursk;13;20;10;20;0,65;0,5;1,15;1,1;1,0909;0,85;1,0137;1,95
267;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;Siarka Tarnobrzeg;Karpaty Krosno;14;20;9;20;0,7;0,45;1,15;1,15;1,1079;0,6;0,7348;1,75
268;23/08/2023;20:30;BRAZIL;CAMPEONATO CATARINENSE 2 - PLAY OFFS - FINAL;Inter de Lages;Nacao;8;20;15;20;0,4;0,75;1,15;0,6;0,8602;1,5;1,3964;2,1
269;23/08/2023;21:30;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - QUARTER-FINALS;Pereira (Col);Palmeiras (Bra);9;20;14;20;0,45;0,7;1,15;0,5;0,5916;1,0;0,8367;1,5
270;23/08/2023;11:30;NORTH MACEDONIA;1. MFL - ROUND 4;Shkendija;Bregalnica Stip;12;20;11;20;0,6;0,55;1,15;1,1;1,3;1,05;1,2835;2,15
271;23/08/2023;17:00;ECUADOR;SERIE B - ROUND 26;Vargas Torres;Imbabura;10;20;13;20;0,5;0,65;1,15;0,6;0,6633;1,25;1,1779;1,85
272;23/08/2023;12:30;TUNISIA;LIGUE PROFESSIONNELLE 1 - ROUND 1;Olympique Beja;Etoile Sahel;12;20;10;20;0,6;0,5;1,1;0,9;0,995;0,8;1,077;1,7
273;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Spartak Tambov;D. Bryansk;11;20;11;20;0,55;0,55;1,1;1,05;1,1169;1,1;1,3;2,15
274;23/08/2023;19:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Belgrano 2;San Lorenzo 2;9;20;13;20;0,45;0,65;1,1;0,85;1,1948;1,0;0,8944;1,85
275;23/08/2023;19:00;BRAZIL;COPA PAULISTA - ROUND 8;Mirassol;Comercial;12;20;10;20;0,6;0,5;1,1;0,95;0,8646;0,75;0,8874;1,7
276;23/08/2023;15:00;WORLD;CLUB FRIENDLY;Illescas (Esp);Toledo (Esp);11;20;10;20;0,55;0,5;1,05;0,8;0,9798;0,9;1,0909;1,7
277;23/08/2023;08:35;CHINA;SUPER LEAGUE WOMEN - ROUND 13;Zhejiang W;Henan Songshan Longmen W;13;20;8;20;0,65;0,4;1,05;0,95;0,8646;1,05;1,4992;2,0
278;23/08/2023;21:30;BRAZIL;SERIE B - ROUND 17;Botafogo SP;Chapecoense-SC;9;20;12;20;0,45;0,6;1,05;0,65;0,8529;0,8;0,9274;1,45
