Nº;Date;Time;Country;League;Home;Away;golsHome;jogosHome;golsAway;jogosAway;avgHome;sdHome;avgAway;sdAway;avgSum;0x0;1x0;2x0;1x1;0x1;0x2;U25
243;25/08/2023;14:00;GERMANY;3. LIGA - ROUND 4;Duisburg;Ulm;29;21;42;20;1,381;1,09;2,1;1,8138;3,481;3,08;6,46;6,79;8,93;4,25;2,94;32,45
244;25/08/2023;14:30;GERMANY;OBERLIGA WESTFALEN - ROUND 3;Lotte;Eintracht Rheine;36;19;35;22;1,8947;1,4471;1,5909;1,4352;3,4856;3,06;4,87;3,88;9,23;5,8;5,5;32,34
245;25/08/2023;14:00;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 4;Pforzheim;Hollenbach;46;21;26;20;2,1905;1,6795;1,3;1,2288;3,4905;3,05;3,96;2,58;8,68;6,68;7,31;32,26
246;25/08/2023;13:30;GERMANY;2. BUNDESLIGA - ROUND 4;Schalke;Holstein Kiel;29;20;47;23;1,45;1,5322;2,0435;2,1765;3,4935;3,04;6,21;6,35;9,01;4,41;3,2;32,22
247;25/08/2023;11:00;UNITED ARAB EMIRATES;UAE LEAGUE - ROUND 2;Emirates Club;Ajman;51;23;27;21;2,2174;1,3818;1,2857;1,2399;3,5031;3,01;3,87;2,49;8,58;6,68;7,4;32,03
248;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 3 - ROUND 1;Calarasi;Gloria Albesti;40;22;39;23;1,8182;2,1455;1,6957;2,031;3,5139;2,98;5,05;4,28;9,18;5,42;4,92;31,83
249;25/08/2023;09:00;INDONESIA;LIGA 1 - ROUND 10;Borneo;Persita;52;21;22;21;2,4762;1,4677;1,0476;0,8985;3,5238;2,95;3,09;1,62;7,65;7,3;9,04;31,65
250;25/08/2023;14:00;SLOVAKIA;2. LIGA - ROUND 5;Pohronie;L. Mikulas;44;21;36;25;2,0952;1,6302;1,44;2,174;3,5352;2,91;4,2;3,02;8,8;6,11;6,4;31,44
251;25/08/2023;13:30;GERMANY;2. BUNDESLIGA - ROUND 4;Paderborn;Kaiserslautern;48;24;36;23;2,0;1,4434;1,5652;1,5555;3,5652;2,83;4,43;3,47;8,86;5,66;5,66;30,91
252;25/08/2023;13:30;GERMANY;OBERLIGA BREMEN - ROUND 3;Brinkumer;Komet Arsten;41;21;34;21;1,9524;1,5268;1,619;1,4953;3,5714;2,81;4,55;3,68;8,89;5,49;5,36;30,78
253;25/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 5;Loughgall;Glenavon;45;21;33;23;2,1429;1,859;1,4348;1,0965;3,5777;2,79;4,01;2,88;8,59;5,99;6,42;30,68
254;25/08/2023;14:30;SWITZERLAND;CHALLENGE LEAGUE - ROUND 5;Stade Nyonnais;Sion;52;22;28;23;2,3636;1,6389;1,2174;1,1404;3,581;2,79;3,39;2,06;8,01;6,58;7,78;30,61
255;25/08/2023;10:00;AFRICA;CAF CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Al-Merreikh;Otoho d'Oyo;47;24;36;22;1,9583;1,1358;1,6364;1,1097;3,5947;2,75;4,5;3,68;8,8;5,38;5,27;30,38
256;25/08/2023;14:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 19;Ariana;Torns;41;21;28;17;1,9524;1,7037;1,6471;1,747;3,5995;2,73;4,5;3,71;8,79;5,34;5,21;30,28
257;25/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 5;Vocklamarkt;LASK;21;21;60;23;1,0;0,9759;2,6087;2,0375;3,6087;2,71;7,07;9,22;7,07;2,71;1,35;30,13
258;25/08/2023;15:00;AUSTRIA;REGIONALLIGA EAST - ROUND 5;Austria Vienna;Wiener Sport-Club;47;25;26;15;1,88;1,5315;1,7333;1,436;3,6133;2,7;4,67;4,05;8,79;5,07;4,77;30,05
259;25/08/2023;14:00;ICELAND;DIVISION 1 - ROUND 19;Thor Akureyri;Njardvik;43;21;33;21;2,0476;1,5577;1,5714;1,2936;3,619;2,68;4,21;3,31;8,63;5,49;5,62;29,94
260;25/08/2023;14:30;GERMANY;OBERLIGA NIEDERRHEIN - ROUND 3;Germania Ratingen;Straelen;53;22;23;19;2,4091;1,7751;1,2105;1,2388;3,6196;2,68;3,24;1,96;7,81;6,45;7,77;29,91
261;25/08/2023;12:30;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Opava;Sigma Olomouc B;32;16;31;19;2,0;1,8708;1,6316;1,4942;3,6316;2,65;4,32;3,52;8,64;5,29;5,29;29,71
262;25/08/2023;14:30;GERMANY;REGIONALLIGA WEST - ROUND 5;Wegberg-Beeck;Duren;56;22;25;23;2,5455;1,8022;1,087;1,0178;3,6325;2,64;2,87;1,56;7,32;6,73;8,57;29,69
263;25/08/2023;07:00;SOUTH KOREA;WK LEAGUE WOMEN - ROUND 20;Gyeongju W;Incheon Hyundai Steel W;44;24;36;20;1,8333;1,4044;1,8;1,2083;3,6333;2,64;4,76;4,28;8,72;4,84;4,44;29,68
264;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 7 - ROUND 1;Gilortul Tg. Carbunesti;Ghiroda & Giarmata Vii;40;20;36;22;2,0;1,2247;1,6364;1,463;3,6364;2,63;4,31;3,53;8,62;5,27;5,27;29,63
265;25/08/2023;13:30;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 18;Gauthiod;Grebbestad;51;23;30;21;2,2174;2,0207;1,4286;1,2936;3,646;2,61;3,73;2,66;8,27;5,79;6,42;29,48
266;25/08/2023;14:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 8;Ammerthal;Cham;47;23;34;21;2,0435;1,3014;1,619;1,09;3,6625;2,57;4,16;3,36;8,49;5,25;5,36;29,19
267;25/08/2023;07:30;SOUTH KOREA;K LEAGUE 1 - ROUND 28;Jeonbuk;Daejeon;39;21;40;22;1,8571;1,2066;1,8182;1,2662;3,6753;2,53;4,61;4,19;8,55;4,71;4,37;28,96
268;25/08/2023;21:00;USA;MLS NEXT PRO;Minnesota 2;Tacoma Defiance;41;21;40;23;1,9524;1,3265;1,7391;1,2586;3,6915;2,49;4,34;3,77;8,47;4,87;4,75;28,69
269;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 8 - ROUND 1;Avantul Periam;Progresul Pecica;44;24;43;23;1,8333;1,3123;1,8696;1,6499;3,7029;2,47;4,61;4,31;8,45;4,52;4,14;28,5
270;25/08/2023;13:00;CZECH REPUBLIC;JIHOCESKY KP - ROUND 4;Trhove Sviny;Rudolfov;41;16;24;21;2,5625;1,5398;1,1429;1,0367;3,7054;2,46;2,81;1,61;7,2;6,3;8,07;28,45
271;25/08/2023;14:30;GERMANY;REGIONALLIGA WEST - ROUND 5;SSVg Velbert;Fortuna Koln;59;24;25;20;2,4583;1,4714;1,25;0,8292;3,7083;2,45;3,07;1,92;7,53;6,03;7,41;28,41
272;25/08/2023;14:30;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 18;Haninge;Assyriska FF;35;21;45;22;1,6667;1,1684;2,0455;1,1472;3,7122;2,44;5,0;5,11;8,33;4,07;3,39;28,34
273;25/08/2023;14:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 18;Herrestads AIF;IFK Skovde;38;21;42;22;1,8095;1,2581;1,9091;1,6211;3,7186;2,43;4,63;4,42;8,39;4,39;3,97;28,23
274;25/08/2023;15:30;JORDAN;PREMIER LEAGUE - ROUND 4;Al Wehdat;Al-Faisaly Amman;43;22;39;22;1,9545;1,2961;1,7727;1,3795;3,7272;2,41;4,26;3,78;8,33;4,7;4,6;28,08
275;25/08/2023;12:00;ROMANIA;LIGA 3 - SERIA 9 - ROUND 1;ACS Targu Mures 1898;Unirea Ungheni;30;16;41;22;1,875;0,927;1,8636;1,4553;3,7386;2,38;4,43;4,13;8,31;4,46;4,18;27,89
276;25/08/2023;10:00;WORLD;CLUB FRIENDLY WOMEN;Montpellier W;Paris SG W;39;21;42;22;1,8571;1,807;1,9091;1,3111;3,7662;2,31;4,42;4,22;8,2;4,3;3,99;27,44
277;25/08/2023;14:30;GERMANY;REGIONALLIGA WEST - ROUND 5;Alemannia Aachen;Schalke II;30;18;40;19;1,6667;1,1547;2,1053;2,1;3,772;2,3;4,84;5,1;8,07;3,83;3,19;27,33
278;25/08/2023;14:00;CZECH REPUBLIC;STREDOCESKY KP - ROUND 4;Porici n. S.;Libis;52;21;26;20;2,4762;1,6218;1,3;1,1874;3,7762;2,29;2,98;1,94;7,38;5,67;7,02;27,28
279;25/08/2023;13:30;UNITED ARAB EMIRATES;UAE LEAGUE - ROUND 2;Al Jazira;Al Wahda;39;19;35;20;2,0526;1,5035;1,75;1,3739;3,8026;2,23;3,9;3,42;8,02;4,58;4,7;26,85
280;25/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 5;ASK Voitsberg;Bad Gleichenberg;47;26;44;22;1,8077;1,3593;2,0;1,6514;3,8077;2,22;4,44;4,44;8,03;4,01;3,63;26,77
281;25/08/2023;13:00;FINLAND;KAKKONEN GROUP B;Tampere Utd;Honka Akatemia;31;18;54;25;1,7222;1,1928;2,16;1,592;3,8822;2,06;4,45;4,81;7,66;3,55;3,06;25,59
282;25/08/2023;06:30;AUSTRALIA;NPL VICTORIA - PLAY OFFS - QUARTER-FINALS;Melbourne Knights;Port Melbourne Sharks;41;22;43;21;1,8636;1,2897;2,0476;1,4302;3,9112;2,0;4,1;4,2;7,64;3,73;3,48;25,15
283;25/08/2023;07:45;AUSTRALIA;NPL SOUTH AUSTRALIAN - PLAY OFFS - SEMI-FINALS;Modbury Jets;NE Metrostars;36;21;44;20;1,7143;1,5164;2,2;1,8055;3,9143;2,0;4,39;4,83;7,53;3,42;2,93;25,1
284;25/08/2023;15:45;SCOTLAND;LOWLAND LEAGUE;Hearts B;Caledonian Braves;52;21;32;22;2,4762;1,4998;1,4545;1,4054;3,9307;1,96;2,86;2,08;7,07;4,86;6,02;24,85
285;25/08/2023;06:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 4;Ostrava U19;Karvina U19;55;21;28;21;2,619;1,4302;1,3333;1,2084;3,9523;1,92;2,56;1,71;6,71;5,03;6,59;24,52
286;25/08/2023;13:00;CZECH REPUBLIC;DIVISION 2 - ROUND 7;Pribram;Dukla Prague;21;16;66;25;1,3125;1,2609;2,64;1,8736;3,9525;1,92;5,07;6,69;6,66;2,52;1,66;24,52
287;25/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 19;Akranes;Selfoss;44;22;41;21;2,0;1,5667;1,9524;1,7856;3,9524;1,92;3,75;3,66;7,5;3,84;3,84;24,51
288;25/08/2023;16:15;ICELAND;DIVISION 1 - ROUND 19;Grotta;Throttur;47;21;36;21;2,2381;1,2307;1,7143;1,2399;3,9524;1,92;3,29;2,82;7,37;4,3;4,81;24,51
289;25/08/2023;15:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 18;Farsta;Huddinge;49;22;33;19;2,2273;1,412;1,7368;1,1627;3,9641;1,9;3,3;2,86;7,34;4,23;4,71;24,34
290;25/08/2023;14:00;AUSTRIA;REGIONALLIGA WEST - ROUND 5;Bischofshofen;TSV St. Johann;53;23;35;21;2,3043;1,1955;1,6667;1,8602;3,971;1,89;3,14;2,62;7,24;4,34;5,01;24,24
291;25/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 28;Galway;Cobh Ramblers;57;22;32;23;2,5909;2,146;1,3913;1,2765;3,9822;1,87;2,6;1,81;6,72;4,83;6,26;24,09
292;25/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Everton U21;Brighton U21;39;20;43;21;1,95;1,9868;2,0476;1,1742;3,9976;1,84;3,76;3,85;7,33;3,58;3,49;23,85
293;25/08/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;Le Havre W;Marseille W;43;22;43;21;1,9545;1,7183;2,0476;1,7587;4,0021;1,83;3,74;3,83;7,31;3,57;3,49;23,77
294;25/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 6;Augsburg II;Vilzing;51;23;36;20;2,2174;1,5024;1,8;2,1817;4,0174;1,8;3,24;2,92;7,18;3,99;4,43;23,56
295;25/08/2023;13:00;GERMANY;REGIONALLIGA BAYERN - ROUND 6;Aubstadt;Nurnberg II;46;22;35;18;2,0909;1,6763;1,9444;1,3529;4,0353;1,77;3,44;3,34;7,19;3,7;3,87;23,31
296;25/08/2023;13:00;AFRICA;CAF CONFEDERATION CUP - QUALIFICATION - SEMI-FINALS;Azam;Bahir Dar Kenema;50;22;37;21;2,2727;1,8136;1,7619;1,1508;4,0346;1,77;3,12;2,74;7,08;4,02;4,57;23,3
297;25/08/2023;13:00;CZECH REPUBLIC;USTECKY KP - ROUND 3;Modlany;Nestemice;51;22;39;21;2,3182;1,5779;1,8571;1,39;4,1753;1,54;2,86;2,65;6,62;3,56;4,13;21,36
298;25/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 3;Eindhoven FC;Breda;35;21;48;19;1,6667;1,3916;2,5263;3,5447;4,193;1,51;3,82;4,82;6,36;2,52;2,1;21,13
299;25/08/2023;15:00;BELGIUM;SUPER LEAGUE WOMEN - ROUND 1;Charleroi W;Genk W;23;23;77;24;1,0;1,4142;3,2083;6,2315;4,2083;1,49;4,77;7,65;4,77;1,49;0,74;20,91
300;25/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 5;Leoben;First Vienna;55;22;36;21;2,5;1,5594;1,7143;1,6078;4,2143;1,48;2,53;2,17;6,33;3,7;4,62;20,83
301;25/08/2023;14:30;GERMANY;OBERLIGA HAMBURG - ROUND 5;SC Victoria Hamburg;Wandsbeker Concordia;56;23;41;23;2,4348;1,9962;1,7826;1,2143;4,2174;1,47;2,63;2,34;6,39;3,59;4,37;20,79
302;25/08/2023;14:00;AUSTRIA;REGIONALLIGA WEST - ROUND 5;Schwaz;SC Imst;57;23;35;20;2,4783;1,9972;1,75;1,2196;4,2283;1,46;2,55;2,23;6,32;3,61;4,48;20,65
303;25/08/2023;13:10;AUSTRIA;2. LIGA - ROUND 5;Stripfing;Horn;54;18;26;21;3,0;1,7321;1,2381;0,8677;4,2381;1,44;1,79;1,11;5,36;4,33;6,49;20,52
304;25/08/2023;07:00;AUSTRALIA;NPL VICTORIA - PLAY OFFS - QUARTER-FINALS;Oakleigh Cannons;Altona Magic;63;22;29;21;2,8636;1,6319;1,381;1,4631;4,2446;1,43;1,98;1,37;5,67;4,11;5,88;20,44
305;25/08/2023;12:00;PALESTINE;WEST BANK LEAGUE - ROUND 2;Al Quds;Jabal Al Mukaber;39;22;52;21;1,7727;1,929;2,4762;1,6509;4,2489;1,43;3,54;4,38;6,27;2,53;2,24;20,39
306;25/08/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 5;Kremser;Favoritner;53;24;39;19;2,2083;1,4994;2,0526;1,9049;4,2609;1,41;2,9;2,97;6,4;3,12;3,44;20,24
307;25/08/2023;22:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 8;U.A.N.L.- Tigres W;Atlas W;72;23;24;21;3,1304;2,1122;1,1429;1,0817;4,2733;1,39;1,59;0,91;4,99;4,36;6,83;20,07
308;25/08/2023;14:00;SLOVAKIA;1. LIGA WOMEN - ROUND 3;Myjava W;Petrzalka W;123;20;21;22;6,15;4,5747;0,9545;1,5219;7,1045;0,08;0,08;0,04;0,48;0,5;1,55;2,73
309;25/08/2023;14:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Southampton U21;Liverpool U21;46;16;34;24;2,875;2,1469;1,4167;0,9965;4,2917;1,37;1,94;1,37;5,57;3,93;5,66;19,84
310;25/08/2023;13:00;NORWAY;DIVISION 3 - GROUP 3 - ROUND 17;Stord;Sandnes Ulf 2;52;23;44;21;2,2609;2,0688;2,0952;1,6876;4,3561;1,28;2,69;2,82;6,08;2,9;3,28;19,05
311;25/08/2023;13:15;GERMANY;REGIONALLIGA BAYERN - ROUND 6;Spvgg Ansbach 09;Wurzburger Kickers;55;26;52;23;2,1154;1,3395;2,2609;1,8701;4,3763;1,26;2,84;3,21;6,01;2,66;2,81;18,79
312;25/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 3;Norwich U21;Chelsea U21;40;18;62;28;2,2222;1,8122;2,2143;1,6335;4,4365;1,18;2,62;2,9;5,82;2,63;2,92;18,07
313;25/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 4;Nepomuk;Nyrsko;65;23;34;21;2,8261;2,16;1,619;1,1329;4,4451;1,17;1,9;1,54;5,37;3,32;4,69;17,99
314;25/08/2023;12:30;QATAR;QSL - ROUND 2;Al-Duhail;Muaither SC;65;24;34;19;2,7083;1,7907;1,7895;1,6409;4,4978;1,11;1,99;1,78;5,4;3,01;4,08;17,37
315;25/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 6;Bayern II;Schalding;60;24;43;21;2,5;1,5;2,0476;1,3619;4,5476;1,06;2,17;2,22;5,42;2,65;3,31;16,83
316;25/08/2023;15:30;GERMANY;BUNDESLIGA - ROUND 2;RB Leipzig;Stuttgart;70;26;43;23;2,6923;2,0337;1,8696;1,3288;4,5619;1,04;1,95;1,82;5,26;2,81;3,79;16,67
317;25/08/2023;12:30;CZECH REPUBLIC;DIVISION E - ROUND 4;Batov;Slavicin;65;22;33;20;2,9545;2,5669;1,65;1,4586;4,6045;1,0;1,65;1,36;4,88;2,95;4,37;16,21
318;25/08/2023;13:00;FINLAND;KAKKONEN GROUP B;Atlantis;Ilves-Kissat;48;21;54;22;2,2857;1,6372;2,4545;1,5588;4,7402;0,87;2,14;2,63;4,9;2,0;2,28;14,82
319;25/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - PLAY OFFS - SEMI-FINALS;Adelaide U21;Campbelltown City;57;21;43;21;2,7143;1,8808;2,0476;1,2527;4,7619;0,86;1,75;1,79;4,75;2,32;3,15;14,62
320;25/08/2023;15:30;BELGIUM;SUPER LEAGUE WOMEN - ROUND 1;Gent W;RSC Anderlecht W;53;21;50;22;2,5238;2,7013;2,2727;1,5428;4,7965;0,83;1,88;2,13;4,74;2,08;2,63;14,29
321;25/08/2023;13:00;CZECH REPUBLIC;JIHOCESKY KP - ROUND 4;Olesnik;Hluboka nad Vltavou;69;22;35;21;3,1364;1,6319;1,6667;1,1269;4,8031;0,82;1,37;1,14;4,29;2,57;4,04;14,23
322;25/08/2023;06:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 4;Brno U19;Sigma Olomouc U19;61;22;43;21;2,7727;1,5935;2,0476;1,6755;4,8203;0,81;1,65;1,69;4,58;2,24;3,1;14,07
323;25/08/2023;13:00;CZECH REPUBLIC;DIVISION C - ROUND 4;Slavia HK;Velke Hamry;70;22;33;20;3,1818;2,4241;1,65;1,2359;4,8318;0,8;1,32;1,08;4,19;2,54;4,03;13,96
324;25/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 4;Sokol Lhota;Sokol Radnice;58;22;47;21;2,6364;1,5535;2,2381;1,1086;4,8745;0,76;1,71;1,91;4,51;2,01;2,66;13,56
325;25/08/2023;13:30;GERMANY;OBERLIGA BREMEN - ROUND 3;OSC Bremerhaven;Oberneuland;46;20;55;20;2,3;1,5843;2,75;1,4448;5,05;0,64;1,76;2,42;4,05;1,47;1,69;12,03
326;25/08/2023;07:15;AUSTRALIA;NPL TASMANIA - ROUND 19;Kingborough Lions;Glenorchy Knights;55;22;55;21;2,5;2,2513;2,619;1,8638;5,119;0,6;1,57;2,05;3,92;1,5;1,87;11,51
327;25/08/2023;08:00;POLAND;EKSTRALIGA WOMEN - ROUND 2;Leczna W;Slask Wroclaw W;61;19;42;22;3,2105;2,7449;1,9091;1,9519;5,1196;0,6;1,14;1,09;3,66;1,92;3,08;11,49
328;25/08/2023;14:00;GERMANY;REGIONALLIGA NORDOST - ROUND 5;BFC Dynamo;Jena;49;22;70;23;2,2273;2,0434;3,0435;4,1017;5,2708;0,51;1,56;2,38;3,48;1,15;1,28;10,36
329;25/08/2023;13:00;AUSTRIA;BUNDESLIGA WOMEN - ROUND 1;Austria Vienna W;St. Polten W;58;22;53;20;2,6364;2,4596;2,65;2,3722;5,2864;0,51;1,34;1,78;3,53;1,33;1,76;10,25
330;25/08/2023;15:45;NORTHERN IRELAND;PREMIERSHIP WOMEN - ROUND 13;Glentoran W;Sion Swifts W;99;19;55;22;5,2105;3,1217;2,5;1,901;7,7105;0,05;0,11;0,14;0,58;0,23;0,61;1,72
