Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;avgAway;avgSum
152;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Bolnisi;FC Gareji Sagarejo;19;30;20;30;0,6333;0,6667;1,3;1,1333;1,3333;2,4666
153;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Trofense;Sanjoanense;22;30;17;30;0,7333;0,5667;1,3;1,0333;0,8333;1,8666
154;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Preston;Salford;17;30;21;30;0,5667;0,7;1,2667;0,9;1,2;2,1
155;08/08/2023;13:45;ISRAEL;TOTO CUP - ROUND 4;Maccabi Petah Tikva;Hapoel Jerusalem;20;30;18;30;0,6667;0,6;1,2667;1,3;0,9667;2,2667
156;08/08/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Fortaleza (Bra);Libertad Asuncion (Par);16;30;22;30;0,5333;0,7333;1,2666;1,0333;1,1;2,1333
157;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Qingdao Hainiu;Shanghai Port;19;30;19;30;0,6333;0,6333;1,2666;1,3;1,0667;2,3667
158;08/08/2023;13:30;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 1;MSK Senec;NSK 1922 Bratislava;16;30;22;30;0,5333;0,7333;1,2666;0,9667;1,3667;2,3334
159;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Academica;1º Dezembro;19;30;19;30;0,6333;0,6333;1,2666;0,8333;1,0;1,8333
160;08/08/2023;06:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Phu Tho;Hue;20;30;17;30;0,6667;0,5667;1,2334;0,9;0,6;1,5
161;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Compostela (Esp);Celta Vigo (Esp);17;30;20;30;0,5667;0,6667;1,2334;0,7;1,0;1,7
162;08/08/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Defensa y Justicia (Arg);Emelec (Ecu);18;30;19;30;0,6;0,6333;1,2333;0,8667;0,8667;1,7334
163;08/08/2023;12:00;SOUTH AFRICA;PREMIER LEAGUE - ROUND 2;Richards Bay;Golden Arrows;15;30;22;30;0,5;0,7333;1,2333;0,7;1,2667;1,9667
164;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Port Vale;Fleetwood;19;30;18;30;0,6333;0,6;1,2333;1,2;1,0333;2,2333
165;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Millwall;Reading;19;30;18;30;0,6333;0,6;1,2333;0,9667;0,8;1,7667
166;08/08/2023;19:00;BRAZIL;COPA PAULISTA - ROUND 6;Ponte Preta;Piracicaba;16;30;21;30;0,5333;0,7;1,2333;0,8;1,0333;1,8333
167;08/08/2023;14:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Thisted FC;Brabrand;21;30;15;30;0,7;0,5;1,2;1,0333;1,0667;2,1
168;08/08/2023;08:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Ba Ria Vung Tau;PVF-CAND;20;30;16;30;0,6667;0,5333;1,2;1,0333;0,8667;1,9
169;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;BSF;Hillerod;19;30;17;30;0,6333;0,5667;1,2;1,3;1,0;2,3
170;08/08/2023;14:30;WORLD;CLUB FRIENDLY;Torrellano (Esp);Yeclano (Esp);17;30;18;30;0,5667;0,6;1,1667;0,8333;0,8333;1,6666
171;08/08/2023;21:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 2;Coban Imperial;Deportivo Universitario;14;30;21;30;0,4667;0,7;1,1667;0,6333;1,0;1,6333
172;08/08/2023;12:00;TAJIKISTAN;VYSSHAYA LIGA - ROUND 16;Istiqlol Dushanbe;Regar-TadAZ;21;30;14;30;0,7;0,4667;1,1667;1,0333;0,7333;1,7666
173;08/08/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;Fluminense (Bra);Argentinos Jrs (Arg);22;30;13;30;0,7333;0,4333;1,1666;1,2;0,6667;1,8667
174;08/08/2023;09:00;TAJIKISTAN;VYSSHAYA LIGA - ROUND 16;Khatlon;Ravshan;19;30;16;30;0,6333;0,5333;1,1666;1,0333;0,8;1,8333
175;08/08/2023;14:30;WORLD;CLUB FRIENDLY;Coruxo FC (Esp);Dep. La Coruna (Esp);19;30;15;30;0,6333;0,5;1,1333;0,8667;1,1;1,9667
176;08/08/2023;20:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 3;Quindio;Cortulua;13;30;21;30;0,4333;0,7;1,1333;0,8;1,1333;1,9333
177;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Hull;Doncaster;18;30;16;30;0,6;0,5333;1,1333;0,9333;0,9667;1,9
178;08/08/2023;14:00;WORLD;CLUB FRIENDLY;UCAM Murcia (Esp);Melilla (Esp);18;30;15;30;0,6;0,5;1,1;0,9;0,8;1,7
179;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Blackburn;Walsall;17;30;16;30;0,5667;0,5333;1,1;1,0;0,9;1,9
180;08/08/2023;22:05;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 3;Tigres;Cucuta;14;30;18;30;0,4667;0,6;1,0667;0,7;1,1;1,8
181;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;AD Fafe;SC Vianense;16;30;16;30;0,5333;0,5333;1,0666;0,7667;0,8;1,5667
182;08/08/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Binh Phuoc;Hoa Binh;18;30;7;16;0,6;0,4375;1,0375;0,9;0,625;1,525
183;08/08/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 19;Saburtalo Tbilisi;Torpedo Kutaisi;16;30;15;30;0,5333;0,5;1,0333;0,9333;0,7333;1,6666
184;08/08/2023;09:00;TAJIKISTAN;VYSSHAYA LIGA - ROUND 16;CSKA Pomir Dushanbe;Khosilot Parkhar;14;30;16;30;0,4667;0,5333;1,0;0,7667;0,8333;1,6
